latitude, longitude, Year, TXx
-33.75,146.50,2000, 39.87
-33.75,146.50,2010, 42.78
-33.75,146.50,2020, 46.97
-33.75,146.75,1910, 41.68
-33.75,146.75,1920, 41.67
-33.75,146.75,1930, 40.21
-33.75,146.75,1940, 41.53
-33.75,146.75,1950, 40.72
-33.75,146.75,1960, 43.12
-33.75,146.75,1970, 40.17
-33.75,146.75,1980, 41.24
-33.75,146.75,1990, 44.40
-33.75,146.75,2000, 39.54
-33.75,146.75,2010, 42.10
-33.75,146.75,2020, 46.46
-33.75,147.00,1910, 41.39
-33.75,147.00,1920, 41.59
-33.75,147.00,1930, 39.88
-33.75,147.00,1940, 41.55
-33.75,147.00,1950, 40.95
-33.75,147.00,1960, 42.87
-33.75,147.00,1970, 40.36
-33.75,147.00,1980, 41.18
-33.75,147.00,1990, 44.26
-33.75,147.00,2000, 39.36
-33.75,147.00,2010, 41.64
-33.75,147.00,2020, 46.25
-33.75,147.25,1910, 41.39
-33.75,147.25,1920, 41.52
-33.75,147.25,1930, 39.75
-33.75,147.25,1940, 41.83
-33.75,147.25,1950, 41.34
-33.75,147.25,1960, 42.82
-33.75,147.25,1970, 40.59
-33.75,147.25,1980, 41.40
-33.75,147.25,1990, 44.29
-33.75,147.25,2000, 39.39
-33.75,147.25,2010, 41.50
-33.75,147.25,2020, 46.25
-33.75,147.50,1910, 41.62
-33.75,147.50,1920, 41.25
-33.75,147.50,1930, 40.44
-33.75,147.50,1940, 42.09
-33.75,147.50,1950, 41.75
-33.75,147.50,1960, 42.80
-33.75,147.50,1970, 40.63
-33.75,147.50,1980, 41.68
-33.75,147.50,1990, 44.36
-33.75,147.50,2000, 39.61
-33.75,147.50,2010, 41.64
-33.75,147.50,2020, 46.34
-33.75,147.75,1910, 41.31
-33.75,147.75,1920, 40.80
-33.75,147.75,1930, 40.58
-33.75,147.75,1940, 41.78
-33.75,147.75,1950, 41.63
-33.75,147.75,1960, 42.45
-33.75,147.75,1970, 40.01
-33.75,147.75,1980, 41.36
-33.75,147.75,1990, 43.92
-33.75,147.75,2000, 39.32
-33.75,147.75,2010, 41.36
-33.75,147.75,2020, 45.95
-33.75,148.00,1910, 40.51
-33.75,148.00,1920, 40.16
-33.75,148.00,1930, 40.05
-33.75,148.00,1940, 41.30
-33.75,148.00,1950, 41.32
-33.75,148.00,1960, 42.25
-33.75,148.00,1970, 39.31
-33.75,148.00,1980, 41.04
-33.75,148.00,1990, 43.23
-33.75,148.00,2000, 38.62
-33.75,148.00,2010, 40.89
-33.75,148.00,2020, 45.34
-33.75,148.25,1910, 39.80
-33.75,148.25,1920, 39.90
-33.75,148.25,1930, 39.55
-33.75,148.25,1940, 41.01
-33.75,148.25,1950, 41.09
-33.75,148.25,1960, 42.19
-33.75,148.25,1970, 38.89
-33.75,148.25,1980, 40.77
-33.75,148.25,1990, 42.77
-33.75,148.25,2000, 39.05
-33.75,148.25,2010, 40.68
-33.75,148.25,2020, 44.97
-33.75,148.50,1910, 39.19
-33.75,148.50,1920, 39.89
-33.75,148.50,1930, 38.97
-33.75,148.50,1940, 40.56
-33.75,148.50,1950, 40.53
-33.75,148.50,1960, 42.00
-33.75,148.50,1970, 38.36
-33.75,148.50,1980, 40.45
-33.75,148.50,1990, 42.37
-33.75,148.50,2000, 39.36
-33.75,148.50,2010, 40.50
-33.75,148.50,2020, 44.66
-33.75,148.75,1910, 38.36
-33.75,148.75,1920, 39.98
-33.75,148.75,1930, 37.86
-33.75,148.75,1940, 39.46
-33.75,148.75,1950, 39.25
-33.75,148.75,1960, 41.39
-33.75,148.75,1970, 37.47
-33.75,148.75,1980, 39.82
-33.75,148.75,1990, 41.72
-33.75,148.75,2000, 39.11
-33.75,148.75,2010, 39.96
-33.75,148.75,2020, 44.10
-33.75,149.00,1910, 35.18
-33.75,149.00,1920, 38.01
-33.75,149.00,1930, 34.91
-33.75,149.00,1940, 36.72
-33.75,149.00,1950, 35.58
-33.75,149.00,1960, 38.52
-33.75,149.00,1970, 34.68
-33.75,149.00,1980, 37.05
-33.75,149.00,1990, 39.08
-33.75,149.00,2000, 36.63
-33.75,149.00,2010, 37.33
-33.75,149.00,2020, 41.57
-33.75,149.25,1910, 33.20
-33.75,149.25,1920, 36.63
-33.75,149.25,1930, 33.44
-33.75,149.25,1940, 35.08
-33.75,149.25,1950, 33.58
-33.75,149.25,1960, 36.77
-33.75,149.25,1970, 33.14
-33.75,149.25,1980, 35.59
-33.75,149.25,1990, 37.63
-33.75,149.25,2000, 35.21
-33.75,149.25,2010, 35.86
-33.75,149.25,2020, 40.27
-33.75,149.50,1910, 32.00
-33.75,149.50,1920, 35.49
-33.75,149.50,1930, 32.68
-33.75,149.50,1940, 34.03
-33.75,149.50,1950, 32.81
-33.75,149.50,1960, 36.06
-33.75,149.50,1970, 32.74
-33.75,149.50,1980, 35.20
-33.75,149.50,1990, 37.14
-33.75,149.50,2000, 34.69
-33.75,149.50,2010, 35.41
-33.75,149.50,2020, 39.99
-33.75,149.75,1910, 30.27
-33.75,149.75,1920, 33.55
-33.75,149.75,1930, 31.71
-33.75,149.75,1940, 33.41
-33.75,149.75,1950, 32.08
-33.75,149.75,1960, 35.42
-33.75,149.75,1970, 31.94
-33.75,149.75,1980, 34.38
-33.75,149.75,1990, 36.89
-33.75,149.75,2000, 34.46
-33.75,149.75,2010, 35.17
-33.75,149.75,2020, 39.97
-33.75,150.00,1910, 27.72
-33.75,150.00,1920, 30.43
-33.75,150.00,1930, 30.46
-33.75,150.00,1940, 32.55
-33.75,150.00,1950, 30.83
-33.75,150.00,1960, 33.75
-33.75,150.00,1970, 30.14
-33.75,150.00,1980, 32.43
-33.75,150.00,1990, 35.14
-33.75,150.00,2000, 32.93
-33.75,150.00,2010, 33.22
-33.75,150.00,2020, 38.51
-33.75,150.25,1910, 32.89
-33.75,150.25,1920, 33.94
-33.75,150.25,1930, 36.03
-33.75,150.25,1940, 38.06
-33.75,150.25,1950, 36.93
-33.75,150.25,1960, 38.44
-33.75,150.25,1970, 34.06
-33.75,150.25,1980, 37.55
-33.75,150.25,1990, 39.61
-33.75,150.25,2000, 37.85
-33.75,150.25,2010, 37.92
-33.75,150.25,2020, 43.31
-33.75,150.50,1910, 34.59
-33.75,150.50,1920, 35.34
-33.75,150.50,1930, 38.14
-33.75,150.50,1940, 39.40
-33.75,150.50,1950, 38.61
-33.75,150.50,1960, 39.01
-33.75,150.50,1970, 33.85
-33.75,150.50,1980, 38.65
-33.75,150.50,1990, 39.47
-33.75,150.50,2000, 38.31
-33.75,150.50,2010, 38.77
-33.75,150.50,2020, 43.50
-33.75,150.75,1910, 38.22
-33.75,150.75,1920, 39.15
-33.75,150.75,1930, 42.38
-33.75,150.75,1940, 43.08
-33.75,150.75,1950, 41.98
-33.75,150.75,1960, 42.48
-33.75,150.75,1970, 36.52
-33.75,150.75,1980, 42.37
-33.75,150.75,1990, 42.64
-33.75,150.75,2000, 41.17
-33.75,150.75,2010, 42.05
-33.75,150.75,2020, 46.00
-33.75,151.00,1910, 37.34
-33.75,151.00,1920, 38.29
-33.75,151.00,1930, 42.21
-33.75,151.00,1940, 42.74
-33.75,151.00,1950, 41.05
-33.75,151.00,1960, 42.22
-33.75,151.00,1970, 35.92
-33.75,151.00,1980, 41.96
-33.75,151.00,1990, 41.99
-33.75,151.00,2000, 39.80
-33.75,151.00,2010, 41.21
-33.75,151.00,2020, 44.25
-33.75,151.25,1910, 35.66
-33.75,151.25,1920, 36.68
-33.75,151.25,1930, 41.07
-33.75,151.25,1940, 41.51
-33.75,151.25,1950, 39.33
-33.75,151.25,1960, 41.29
-33.75,151.25,1970, 34.49
-33.75,151.25,1980, 40.84
-33.75,151.25,1990, 40.72
-33.75,151.25,2000, 37.40
-33.75,151.25,2010, 39.51
-33.75,151.25,2020, 41.54
-33.50,115.50,1910, 37.18
-33.50,115.50,1920, 36.17
-33.50,115.50,1930, 36.29
-33.50,115.50,1940, 37.97
-33.50,115.50,1950, 37.16
-33.50,115.50,1960, 36.38
-33.50,115.50,1970, 38.10
-33.50,115.50,1980, 40.63
-33.50,115.50,1990, 37.46
-33.50,115.50,2000, 37.35
-33.50,115.50,2010, 39.62
-33.50,115.50,2020, 37.35
-33.50,115.75,1910, 38.01
-33.50,115.75,1920, 37.62
-33.50,115.75,1930, 38.54
-33.50,115.75,1940, 39.79
-33.50,115.75,1950, 38.44
-33.50,115.75,1960, 38.02
-33.50,115.75,1970, 38.34
-33.50,115.75,1980, 41.96
-33.50,115.75,1990, 38.46
-33.50,115.75,2000, 38.07
-33.50,115.75,2010, 40.33
-33.50,115.75,2020, 38.85
-33.50,116.00,1910, 38.09
-33.50,116.00,1920, 38.17
-33.50,116.00,1930, 40.03
-33.50,116.00,1940, 40.62
-33.50,116.00,1950, 38.88
-33.50,116.00,1960, 38.67
-33.50,116.00,1970, 38.61
-33.50,116.00,1980, 42.30
-33.50,116.00,1990, 38.51
-33.50,116.00,2000, 38.18
-33.50,116.00,2010, 40.22
-33.50,116.00,2020, 39.46
-33.50,116.25,1910, 39.81
-33.50,116.25,1920, 39.09
-33.50,116.25,1930, 41.94
-33.50,116.25,1940, 41.89
-33.50,116.25,1950, 39.58
-33.50,116.25,1960, 39.63
-33.50,116.25,1970, 39.16
-33.50,116.25,1980, 42.70
-33.50,116.25,1990, 38.96
-33.50,116.25,2000, 38.63
-33.50,116.25,2010, 41.10
-33.50,116.25,2020, 40.30
-33.50,116.50,1910, 40.68
-33.50,116.50,1920, 38.98
-33.50,116.50,1930, 42.72
-33.50,116.50,1940, 42.17
-33.50,116.50,1950, 39.94
-33.50,116.50,1960, 39.65
-33.50,116.50,1970, 38.75
-33.50,116.50,1980, 41.87
-33.50,116.50,1990, 38.51
-33.50,116.50,2000, 38.14
-33.50,116.50,2010, 41.48
-33.50,116.50,2020, 40.23
-33.50,116.75,1910, 41.56
-33.50,116.75,1920, 38.82
-33.50,116.75,1930, 43.14
-33.50,116.75,1940, 42.30
-33.50,116.75,1950, 40.71
-33.50,116.75,1960, 39.60
-33.50,116.75,1970, 38.43
-33.50,116.75,1980, 42.01
-33.50,116.75,1990, 38.46
-33.50,116.75,2000, 37.71
-33.50,116.75,2010, 41.98
-33.50,116.75,2020, 40.39
-33.50,117.00,1910, 42.43
-33.50,117.00,1920, 38.79
-33.50,117.00,1930, 43.62
-33.50,117.00,1940, 42.62
-33.50,117.00,1950, 41.37
-33.50,117.00,1960, 39.37
-33.50,117.00,1970, 39.20
-33.50,117.00,1980, 42.92
-33.50,117.00,1990, 38.98
-33.50,117.00,2000, 38.01
-33.50,117.00,2010, 42.55
-33.50,117.00,2020, 41.23
-33.50,117.25,1910, 43.20
-33.50,117.25,1920, 38.58
-33.50,117.25,1930, 43.91
-33.50,117.25,1940, 43.10
-33.50,117.25,1950, 41.61
-33.50,117.25,1960, 38.79
-33.50,117.25,1970, 39.81
-33.50,117.25,1980, 43.23
-33.50,117.25,1990, 39.06
-33.50,117.25,2000, 39.18
-33.50,117.25,2010, 42.76
-33.50,117.25,2020, 41.78
-33.50,117.50,1910, 43.52
-33.50,117.50,1920, 38.51
-33.50,117.50,1930, 43.97
-33.50,117.50,1940, 43.38
-33.50,117.50,1950, 41.50
-33.50,117.50,1960, 38.42
-33.50,117.50,1970, 39.98
-33.50,117.50,1980, 43.03
-33.50,117.50,1990, 38.72
-33.50,117.50,2000, 39.62
-33.50,117.50,2010, 42.58
-33.50,117.50,2020, 41.99
-33.50,117.75,1910, 44.35
-33.50,117.75,1920, 39.23
-33.50,117.75,1930, 44.66
-33.50,117.75,1940, 44.20
-33.50,117.75,1950, 42.09
-33.50,117.75,1960, 38.59
-33.50,117.75,1970, 40.61
-33.50,117.75,1980, 43.21
-33.50,117.75,1990, 38.92
-33.50,117.75,2000, 40.27
-33.50,117.75,2010, 42.92
-33.50,117.75,2020, 42.75
-33.50,118.00,1910, 44.51
-33.50,118.00,1920, 39.31
-33.50,118.00,1930, 44.72
-33.50,118.00,1940, 44.28
-33.50,118.00,1950, 41.89
-33.50,118.00,1960, 38.01
-33.50,118.00,1970, 40.46
-33.50,118.00,1980, 43.18
-33.50,118.00,1990, 38.44
-33.50,118.00,2000, 40.04
-33.50,118.00,2010, 42.66
-33.50,118.00,2020, 42.96
-33.50,118.25,1910, 44.44
-33.50,118.25,1920, 39.60
-33.50,118.25,1930, 44.71
-33.50,118.25,1940, 44.21
-33.50,118.25,1950, 41.76
-33.50,118.25,1960, 37.56
-33.50,118.25,1970, 40.37
-33.50,118.25,1980, 43.49
-33.50,118.25,1990, 38.24
-33.50,118.25,2000, 39.83
-33.50,118.25,2010, 42.61
-33.50,118.25,2020, 43.31
-33.50,118.50,1910, 44.60
-33.50,118.50,1920, 40.54
-33.50,118.50,1930, 44.75
-33.50,118.50,1940, 43.64
-33.50,118.50,1950, 41.91
-33.50,118.50,1960, 38.17
-33.50,118.50,1970, 40.75
-33.50,118.50,1980, 44.25
-33.50,118.50,1990, 38.78
-33.50,118.50,2000, 40.22
-33.50,118.50,2010, 43.99
-33.50,118.50,2020, 44.15
-33.50,118.75,1910, 44.24
-33.50,118.75,1920, 40.69
-33.50,118.75,1930, 44.69
-33.50,118.75,1940, 42.89
-33.50,118.75,1950, 41.38
-33.50,118.75,1960, 38.41
-33.50,118.75,1970, 40.19
-33.50,118.75,1980, 44.18
-33.50,118.75,1990, 38.76
-33.50,118.75,2000, 39.91
-33.50,118.75,2010, 44.73
-33.50,118.75,2020, 44.24
-33.50,119.00,1910, 44.35
-33.50,119.00,1920, 41.05
-33.50,119.00,1930, 44.83
-33.50,119.00,1940, 42.79
-33.50,119.00,1950, 41.32
-33.50,119.00,1960, 38.28
-33.50,119.00,1970, 39.68
-33.50,119.00,1980, 44.12
-33.50,119.00,1990, 39.52
-33.50,119.00,2000, 39.88
-33.50,119.00,2010, 45.66
-33.50,119.00,2020, 44.52
-33.50,119.25,1910, 44.59
-33.50,119.25,1920, 41.39
-33.50,119.25,1930, 44.97
-33.50,119.25,1940, 42.92
-33.50,119.25,1950, 41.38
-33.50,119.25,1960, 37.76
-33.50,119.25,1970, 39.40
-33.50,119.25,1980, 43.71
-33.50,119.25,1990, 39.91
-33.50,119.25,2000, 39.92
-33.50,119.25,2010, 46.39
-33.50,119.25,2020, 44.78
-33.50,119.50,1910, 44.58
-33.50,119.50,1920, 41.39
-33.50,119.50,1930, 44.83
-33.50,119.50,1940, 42.81
-33.50,119.50,1950, 41.13
-33.50,119.50,1960, 37.28
-33.50,119.50,1970, 39.87
-33.50,119.50,1980, 42.92
-33.50,119.50,1990, 39.91
-33.50,119.50,2000, 39.80
-33.50,119.50,2010, 46.42
-33.50,119.50,2020, 44.68
-33.50,119.75,1910, 44.59
-33.50,119.75,1920, 41.35
-33.50,119.75,1930, 44.74
-33.50,119.75,1940, 42.75
-33.50,119.75,1950, 40.92
-33.50,119.75,1960, 37.08
-33.50,119.75,1970, 40.17
-33.50,119.75,1980, 42.54
-33.50,119.75,1990, 40.29
-33.50,119.75,2000, 39.76
-33.50,119.75,2010, 46.33
-33.50,119.75,2020, 44.59
-33.50,120.00,1910, 44.68
-33.50,120.00,1920, 41.33
-33.50,120.00,1930, 44.75
-33.50,120.00,1940, 42.79
-33.50,120.00,1950, 40.79
-33.50,120.00,1960, 37.13
-33.50,120.00,1970, 40.48
-33.50,120.00,1980, 42.47
-33.50,120.00,1990, 40.96
-33.50,120.00,2000, 39.75
-33.50,120.00,2010, 46.59
-33.50,120.00,2020, 44.69
-33.50,120.25,1910, 44.32
-33.50,120.25,1920, 40.76
-33.50,120.25,1930, 44.34
-33.50,120.25,1940, 42.27
-33.50,120.25,1950, 40.18
-33.50,120.25,1960, 36.90
-33.50,120.25,1970, 40.28
-33.50,120.25,1980, 41.95
-33.50,120.25,1990, 41.18
-33.50,120.25,2000, 39.19
-33.50,120.25,2010, 46.67
-33.50,120.25,2020, 44.43
-33.50,120.50,1910, 44.86
-33.50,120.50,1920, 41.03
-33.50,120.50,1930, 44.84
-33.50,120.50,1940, 42.66
-33.50,120.50,1950, 40.68
-33.50,120.50,1960, 37.78
-33.50,120.50,1970, 40.75
-33.50,120.50,1980, 42.18
-33.50,120.50,1990, 42.28
-33.50,120.50,2000, 39.35
-33.50,120.50,2010, 47.60
-33.50,120.50,2020, 44.99
-33.50,120.75,1910, 44.25
-33.50,120.75,1920, 40.08
-33.50,120.75,1930, 44.21
-33.50,120.75,1940, 42.13
-33.50,120.75,1950, 39.72
-33.50,120.75,1960, 37.82
-33.50,120.75,1970, 39.70
-33.50,120.75,1980, 41.29
-33.50,120.75,1990, 42.07
-33.50,120.75,2000, 38.21
-33.50,120.75,2010, 47.31
-33.50,120.75,2020, 44.35
-33.50,121.00,1910, 44.48
-33.50,121.00,1920, 40.60
-33.50,121.00,1930, 44.41
-33.50,121.00,1940, 42.66
-33.50,121.00,1950, 39.82
-33.50,121.00,1960, 38.44
-33.50,121.00,1970, 39.44
-33.50,121.00,1980, 41.22
-33.50,121.00,1990, 42.76
-33.50,121.00,2000, 38.99
-33.50,121.00,2010, 47.49
-33.50,121.00,2020, 44.22
-33.50,121.25,1910, 44.49
-33.50,121.25,1920, 41.36
-33.50,121.25,1930, 44.41
-33.50,121.25,1940, 43.17
-33.50,121.25,1950, 40.33
-33.50,121.25,1960, 38.17
-33.50,121.25,1970, 39.63
-33.50,121.25,1980, 41.10
-33.50,121.25,1990, 43.27
-33.50,121.25,2000, 39.45
-33.50,121.25,2010, 47.25
-33.50,121.25,2020, 43.63
-33.50,121.50,1910, 44.74
-33.50,121.50,1920, 42.25
-33.50,121.50,1930, 44.64
-33.50,121.50,1940, 44.14
-33.50,121.50,1950, 41.13
-33.50,121.50,1960, 38.51
-33.50,121.50,1970, 40.37
-33.50,121.50,1980, 41.33
-33.50,121.50,1990, 43.94
-33.50,121.50,2000, 39.98
-33.50,121.50,2010, 47.24
-33.50,121.50,2020, 43.19
-33.50,121.75,1910, 45.36
-33.50,121.75,1920, 42.83
-33.50,121.75,1930, 44.88
-33.50,121.75,1940, 45.02
-33.50,121.75,1950, 41.78
-33.50,121.75,1960, 38.97
-33.50,121.75,1970, 40.77
-33.50,121.75,1980, 41.48
-33.50,121.75,1990, 44.40
-33.50,121.75,2000, 40.17
-33.50,121.75,2010, 47.20
-33.50,121.75,2020, 42.68
-33.50,122.00,1910, 45.72
-33.50,122.00,1920, 43.11
-33.50,122.00,1930, 45.46
-33.50,122.00,1940, 45.45
-33.50,122.00,1950, 41.97
-33.50,122.00,1960, 39.17
-33.50,122.00,1970, 40.71
-33.50,122.00,1980, 41.18
-33.50,122.00,1990, 44.32
-33.50,122.00,2000, 40.24
-33.50,122.00,2010, 46.75
-33.50,122.00,2020, 41.83
-33.50,122.25,1910, 46.18
-33.50,122.25,1920, 43.54
-33.50,122.25,1930, 46.11
-33.50,122.25,1940, 45.98
-33.50,122.25,1950, 42.40
-33.50,122.25,1960, 39.55
-33.50,122.25,1970, 40.79
-33.50,122.25,1980, 41.09
-33.50,122.25,1990, 44.38
-33.50,122.25,2000, 40.50
-33.50,122.25,2010, 46.52
-33.50,122.25,2020, 41.83
-33.50,122.50,1910, 46.53
-33.50,122.50,1920, 43.87
-33.50,122.50,1930, 46.65
-33.50,122.50,1940, 46.34
-33.50,122.50,1950, 42.77
-33.50,122.50,1960, 39.86
-33.50,122.50,1970, 40.79
-33.50,122.50,1980, 41.34
-33.50,122.50,1990, 44.42
-33.50,122.50,2000, 40.56
-33.50,122.50,2010, 46.33
-33.50,122.50,2020, 41.79
-33.50,122.75,1910, 47.01
-33.50,122.75,1920, 44.33
-33.50,122.75,1930, 47.30
-33.50,122.75,1940, 46.43
-33.50,122.75,1950, 43.30
-33.50,122.75,1960, 40.10
-33.50,122.75,1970, 40.89
-33.50,122.75,1980, 41.83
-33.50,122.75,1990, 44.58
-33.50,122.75,2000, 40.11
-33.50,122.75,2010, 46.19
-33.50,122.75,2020, 41.93
-33.50,123.00,1910, 47.47
-33.50,123.00,1920, 44.84
-33.50,123.00,1930, 47.92
-33.50,123.00,1940, 46.62
-33.50,123.00,1950, 43.85
-33.50,123.00,1960, 40.04
-33.50,123.00,1970, 41.09
-33.50,123.00,1980, 42.04
-33.50,123.00,1990, 44.75
-33.50,123.00,2000, 39.87
-33.50,123.00,2010, 45.80
-33.50,123.00,2020, 41.92
-33.50,123.25,1910, 47.66
-33.50,123.25,1920, 45.10
-33.50,123.25,1930, 48.24
-33.50,123.25,1940, 46.66
-33.50,123.25,1950, 44.10
-33.50,123.25,1960, 39.90
-33.50,123.25,1970, 41.11
-33.50,123.25,1980, 42.00
-33.50,123.25,1990, 44.66
-33.50,123.25,2000, 39.49
-33.50,123.25,2010, 45.29
-33.50,123.25,2020, 41.80
-33.50,123.50,1910, 47.77
-33.50,123.50,1920, 45.33
-33.50,123.50,1930, 48.47
-33.50,123.50,1940, 46.74
-33.50,123.50,1950, 44.29
-33.50,123.50,1960, 39.81
-33.50,123.50,1970, 41.11
-33.50,123.50,1980, 41.92
-33.50,123.50,1990, 44.53
-33.50,123.50,2000, 39.16
-33.50,123.50,2010, 44.83
-33.50,123.50,2020, 41.75
-33.50,123.75,1910, 47.70
-33.50,123.75,1920, 45.39
-33.50,123.75,1930, 48.49
-33.50,123.75,1940, 46.77
-33.50,123.75,1950, 44.32
-33.50,123.75,1960, 39.70
-33.50,123.75,1970, 41.05
-33.50,123.75,1980, 41.78
-33.50,123.75,1990, 44.38
-33.50,123.75,2000, 39.04
-33.50,123.75,2010, 44.34
-33.50,123.75,2020, 41.69
-33.50,124.00,1910, 47.38
-33.50,124.00,1920, 45.33
-33.50,124.00,1930, 48.14
-33.50,124.00,1940, 47.26
-33.50,124.00,1950, 44.61
-33.50,124.00,1960, 39.99
-33.50,124.00,1970, 41.45
-33.50,124.00,1980, 41.98
-33.50,124.00,1990, 44.71
-33.50,124.00,2000, 39.74
-33.50,124.00,2010, 44.31
-33.50,124.00,2020, 42.07
-33.50,134.75,1910, 38.34
-33.50,134.75,1920, 44.36
-33.50,134.75,1930, 41.67
-33.50,134.75,1940, 41.68
-33.50,134.75,1950, 40.95
-33.50,134.75,1960, 40.20
-33.50,134.75,1970, 40.52
-33.50,134.75,1980, 40.35
-33.50,134.75,1990, 39.98
-33.50,134.75,2000, 41.91
-33.50,134.75,2010, 41.39
-33.50,134.75,2020, 44.02
-33.50,135.00,1910, 38.88
-33.50,135.00,1920, 44.74
-33.50,135.00,1930, 42.55
-33.50,135.00,1940, 42.31
-33.50,135.00,1950, 40.96
-33.50,135.00,1960, 41.98
-33.50,135.00,1970, 40.93
-33.50,135.00,1980, 40.79
-33.50,135.00,1990, 41.39
-33.50,135.00,2000, 42.41
-33.50,135.00,2010, 41.98
-33.50,135.00,2020, 44.37
-33.50,135.25,1910, 40.37
-33.50,135.25,1920, 45.89
-33.50,135.25,1930, 44.46
-33.50,135.25,1940, 43.76
-33.50,135.25,1950, 41.83
-33.50,135.25,1960, 44.46
-33.50,135.25,1970, 42.68
-33.50,135.25,1980, 42.46
-33.50,135.25,1990, 43.91
-33.50,135.25,2000, 43.74
-33.50,135.25,2010, 43.67
-33.50,135.25,2020, 45.70
-33.50,135.50,1910, 40.46
-33.50,135.50,1920, 45.96
-33.50,135.50,1930, 44.90
-33.50,135.50,1940, 44.06
-33.50,135.50,1950, 42.06
-33.50,135.50,1960, 45.39
-33.50,135.50,1970, 43.11
-33.50,135.50,1980, 42.97
-33.50,135.50,1990, 44.92
-33.50,135.50,2000, 43.46
-33.50,135.50,2010, 43.91
-33.50,135.50,2020, 45.67
-33.50,135.75,1910, 40.14
-33.50,135.75,1920, 45.59
-33.50,135.75,1930, 44.71
-33.50,135.75,1940, 43.87
-33.50,135.75,1950, 41.92
-33.50,135.75,1960, 45.80
-33.50,135.75,1970, 43.11
-33.50,135.75,1980, 43.49
-33.50,135.75,1990, 45.20
-33.50,135.75,2000, 43.64
-33.50,135.75,2010, 43.56
-33.50,135.75,2020, 45.27
-33.50,136.00,1910, 39.85
-33.50,136.00,1920, 45.08
-33.50,136.00,1930, 44.31
-33.50,136.00,1940, 43.58
-33.50,136.00,1950, 41.76
-33.50,136.00,1960, 46.10
-33.50,136.00,1970, 43.12
-33.50,136.00,1980, 44.01
-33.50,136.00,1990, 45.16
-33.50,136.00,2000, 44.12
-33.50,136.00,2010, 43.06
-33.50,136.00,2020, 44.96
-33.50,136.25,1910, 39.39
-33.50,136.25,1920, 44.21
-33.50,136.25,1930, 43.54
-33.50,136.25,1940, 42.91
-33.50,136.25,1950, 41.61
-33.50,136.25,1960, 45.99
-33.50,136.25,1970, 42.83
-33.50,136.25,1980, 44.12
-33.50,136.25,1990, 44.71
-33.50,136.25,2000, 44.17
-33.50,136.25,2010, 42.46
-33.50,136.25,2020, 44.47
-33.50,136.50,1910, 38.57
-33.50,136.50,1920, 42.88
-33.50,136.50,1930, 42.36
-33.50,136.50,1940, 41.78
-33.50,136.50,1950, 40.89
-33.50,136.50,1960, 45.29
-33.50,136.50,1970, 42.04
-33.50,136.50,1980, 43.62
-33.50,136.50,1990, 43.96
-33.50,136.50,2000, 43.68
-33.50,136.50,2010, 41.66
-33.50,136.50,2020, 43.67
-33.50,136.75,1910, 38.90
-33.50,136.75,1920, 42.58
-33.50,136.75,1930, 42.32
-33.50,136.75,1940, 41.86
-33.50,136.75,1950, 41.15
-33.50,136.75,1960, 45.26
-33.50,136.75,1970, 42.09
-33.50,136.75,1980, 43.87
-33.50,136.75,1990, 44.41
-33.50,136.75,2000, 44.10
-33.50,136.75,2010, 41.96
-33.50,136.75,2020, 43.97
-33.50,137.00,1910, 39.69
-33.50,137.00,1920, 42.70
-33.50,137.00,1930, 42.74
-33.50,137.00,1940, 42.44
-33.50,137.00,1950, 41.77
-33.50,137.00,1960, 45.14
-33.50,137.00,1970, 42.24
-33.50,137.00,1980, 44.08
-33.50,137.00,1990, 45.33
-33.50,137.00,2000, 44.76
-33.50,137.00,2010, 42.64
-33.50,137.00,2020, 44.74
-33.50,137.25,1910, 39.96
-33.50,137.25,1920, 42.33
-33.50,137.25,1930, 42.64
-33.50,137.25,1940, 42.34
-33.50,137.25,1950, 41.71
-33.50,137.25,1960, 44.37
-33.50,137.25,1970, 41.72
-33.50,137.25,1980, 43.42
-33.50,137.25,1990, 45.55
-33.50,137.25,2000, 44.56
-33.50,137.25,2010, 42.93
-33.50,137.25,2020, 44.94
-33.50,138.00,1910, 41.30
-33.50,138.00,1920, 42.56
-33.50,138.00,1930, 42.98
-33.50,138.00,1940, 42.74
-33.50,138.00,1950, 41.86
-33.50,138.00,1960, 44.87
-33.50,138.00,1970, 42.19
-33.50,138.00,1980, 43.42
-33.50,138.00,1990, 45.78
-33.50,138.00,2000, 43.22
-33.50,138.00,2010, 43.28
-33.50,138.00,2020, 45.02
-33.50,138.25,1910, 41.47
-33.50,138.25,1920, 42.64
-33.50,138.25,1930, 42.89
-33.50,138.25,1940, 43.21
-33.50,138.25,1950, 42.11
-33.50,138.25,1960, 44.83
-33.50,138.25,1970, 42.19
-33.50,138.25,1980, 43.37
-33.50,138.25,1990, 45.56
-33.50,138.25,2000, 42.74
-33.50,138.25,2010, 43.02
-33.50,138.25,2020, 44.64
-33.50,138.50,1910, 40.70
-33.50,138.50,1920, 41.64
-33.50,138.50,1930, 41.69
-33.50,138.50,1940, 42.54
-33.50,138.50,1950, 41.29
-33.50,138.50,1960, 43.65
-33.50,138.50,1970, 41.23
-33.50,138.50,1980, 42.34
-33.50,138.50,1990, 44.38
-33.50,138.50,2000, 41.25
-33.50,138.50,2010, 41.85
-33.50,138.50,2020, 43.32
-33.50,138.75,1910, 40.25
-33.50,138.75,1920, 40.99
-33.50,138.75,1930, 40.87
