latitude,longitude,Year,TMm
-31.25,117.00,1930, 18.73
-31.25,117.00,1940, 18.42
-31.25,117.00,1950, 18.17
-31.25,117.00,1960, 17.31
-31.25,117.00,1970, 18.22
-31.25,117.00,1980, 18.56
-31.25,117.00,1990, 17.76
-31.25,117.00,2000, 18.09
-31.25,117.00,2010, 18.62
-31.25,117.00,2020, 18.93
-31.25,117.25,1910, 17.33
-31.25,117.25,1920, 17.92
-31.25,117.25,1930, 18.71
-31.25,117.25,1940, 18.38
-31.25,117.25,1950, 18.14
-31.25,117.25,1960, 17.32
-31.25,117.25,1970, 18.20
-31.25,117.25,1980, 18.62
-31.25,117.25,1990, 17.72
-31.25,117.25,2000, 18.01
-31.25,117.25,2010, 18.59
-31.25,117.25,2020, 18.90
-31.25,117.50,1910, 17.31
-31.25,117.50,1920, 17.90
-31.25,117.50,1930, 18.78
-31.25,117.50,1940, 18.49
-31.25,117.50,1950, 18.19
-31.25,117.50,1960, 17.40
-31.25,117.50,1970, 18.27
-31.25,117.50,1980, 18.74
-31.25,117.50,1990, 17.77
-31.25,117.50,2000, 18.05
-31.25,117.50,2010, 18.70
-31.25,117.50,2020, 19.01
-31.25,117.75,1910, 17.13
-31.25,117.75,1920, 17.73
-31.25,117.75,1930, 18.62
-31.25,117.75,1940, 18.43
-31.25,117.75,1950, 18.02
-31.25,117.75,1960, 17.21
-31.25,117.75,1970, 18.10
-31.25,117.75,1980, 18.62
-31.25,117.75,1990, 17.63
-31.25,117.75,2000, 17.94
-31.25,117.75,2010, 18.69
-31.25,117.75,2020, 18.95
-31.25,118.00,1910, 17.30
-31.25,118.00,1920, 17.88
-31.25,118.00,1930, 18.76
-31.25,118.00,1940, 18.69
-31.25,118.00,1950, 18.16
-31.25,118.00,1960, 17.33
-31.25,118.00,1970, 18.24
-31.25,118.00,1980, 18.79
-31.25,118.00,1990, 17.83
-31.25,118.00,2000, 18.20
-31.25,118.00,2010, 19.02
-31.25,118.00,2020, 19.24
-31.25,118.25,1910, 17.11
-31.25,118.25,1920, 17.61
-31.25,118.25,1930, 18.46
-31.25,118.25,1940, 18.50
-31.25,118.25,1950, 17.89
-31.25,118.25,1960, 17.01
-31.25,118.25,1970, 17.93
-31.25,118.25,1980, 18.51
-31.25,118.25,1990, 17.58
-31.25,118.25,2000, 17.99
-31.25,118.25,2010, 18.86
-31.25,118.25,2020, 19.06
-31.25,118.50,1910, 17.43
-31.25,118.50,1920, 17.71
-31.25,118.50,1930, 18.53
-31.25,118.50,1940, 18.65
-31.25,118.50,1950, 18.02
-31.25,118.50,1960, 17.09
-31.25,118.50,1970, 18.00
-31.25,118.50,1980, 18.55
-31.25,118.50,1990, 17.68
-31.25,118.50,2000, 18.07
-31.25,118.50,2010, 18.94
-31.25,118.50,2020, 19.16
-31.25,118.75,1910, 17.56
-31.25,118.75,1920, 17.64
-31.25,118.75,1930, 18.41
-31.25,118.75,1940, 18.56
-31.25,118.75,1950, 17.99
-31.25,118.75,1960, 17.04
-31.25,118.75,1970, 17.90
-31.25,118.75,1980, 18.40
-31.25,118.75,1990, 17.62
-31.25,118.75,2000, 17.90
-31.25,118.75,2010, 18.74
-31.25,118.75,2020, 19.01
-31.25,119.00,1910, 17.62
-31.25,119.00,1920, 17.60
-31.25,119.00,1930, 18.33
-31.25,119.00,1940, 18.47
-31.25,119.00,1950, 18.01
-31.25,119.00,1960, 17.05
-31.25,119.00,1970, 17.85
-31.25,119.00,1980, 18.26
-31.25,119.00,1990, 17.60
-31.25,119.00,2000, 17.71
-31.25,119.00,2010, 18.50
-31.25,119.00,2020, 18.84
-31.25,119.25,1910, 17.87
-31.25,119.25,1920, 17.79
-31.25,119.25,1930, 18.50
-31.25,119.25,1940, 18.63
-31.25,119.25,1950, 18.25
-31.25,119.25,1960, 17.27
-31.25,119.25,1970, 18.04
-31.25,119.25,1980, 18.37
-31.25,119.25,1990, 17.80
-31.25,119.25,2000, 17.77
-31.25,119.25,2010, 18.51
-31.25,119.25,2020, 18.90
-31.25,119.50,1910, 17.52
-31.25,119.50,1920, 17.39
-31.25,119.50,1930, 18.09
-31.25,119.50,1940, 18.23
-31.25,119.50,1950, 17.90
-31.25,119.50,1960, 16.88
-31.25,119.50,1970, 17.64
-31.25,119.50,1980, 17.98
-31.25,119.50,1990, 17.48
-31.25,119.50,2000, 17.34
-31.25,119.50,2010, 18.07
-31.25,119.50,2020, 18.49
-31.25,119.75,1910, 17.83
-31.25,119.75,1920, 17.67
-31.25,119.75,1930, 18.36
-31.25,119.75,1940, 18.52
-31.25,119.75,1950, 18.23
-31.25,119.75,1960, 17.16
-31.25,119.75,1970, 17.94
-31.25,119.75,1980, 18.32
-31.25,119.75,1990, 17.86
-31.25,119.75,2000, 17.63
-31.25,119.75,2010, 18.37
-31.25,119.75,2020, 18.82
-31.25,120.00,1910, 17.35
-31.25,120.00,1920, 17.22
-31.25,120.00,1930, 17.91
-31.25,120.00,1940, 18.05
-31.25,120.00,1950, 17.80
-31.25,120.00,1960, 16.67
-31.25,120.00,1970, 17.49
-31.25,120.00,1980, 17.94
-31.25,120.00,1990, 17.46
-31.25,120.00,2000, 17.18
-31.25,120.00,2010, 17.95
-31.25,120.00,2020, 18.42
-31.25,120.25,1910, 17.53
-31.25,120.25,1920, 17.51
-31.25,120.25,1930, 18.22
-31.25,120.25,1940, 18.30
-31.25,120.25,1950, 18.10
-31.25,120.25,1960, 16.88
-31.25,120.25,1970, 17.80
-31.25,120.25,1980, 18.34
-31.25,120.25,1990, 17.76
-31.25,120.25,2000, 17.47
-31.25,120.25,2010, 18.35
-31.25,120.25,2020, 18.81
-31.25,120.50,1910, 17.52
-31.25,120.50,1920, 17.58
-31.25,120.50,1930, 18.29
-31.25,120.50,1940, 18.33
-31.25,120.50,1950, 18.19
-31.25,120.50,1960, 16.90
-31.25,120.50,1970, 17.89
-31.25,120.50,1980, 18.49
-31.25,120.50,1990, 17.85
-31.25,120.50,2000, 17.59
-31.25,120.50,2010, 18.51
-31.25,120.50,2020, 18.95
-31.25,120.75,1910, 17.22
-31.25,120.75,1920, 17.33
-31.25,120.75,1930, 18.02
-31.25,120.75,1940, 18.01
-31.25,120.75,1950, 17.96
-31.25,120.75,1960, 16.62
-31.25,120.75,1970, 17.68
-31.25,120.75,1980, 18.30
-31.25,120.75,1990, 17.63
-31.25,120.75,2000, 17.37
-31.25,120.75,2010, 18.32
-31.25,120.75,2020, 18.76
-31.25,121.00,1910, 17.48
-31.25,121.00,1920, 17.66
-31.25,121.00,1930, 18.30
-31.25,121.00,1940, 18.25
-31.25,121.00,1950, 18.28
-31.25,121.00,1960, 16.92
-31.25,121.00,1970, 18.04
-31.25,121.00,1980, 18.67
-31.25,121.00,1990, 17.96
-31.25,121.00,2000, 17.68
-31.25,121.00,2010, 18.68
-31.25,121.00,2020, 19.12
-31.25,121.25,1910, 17.41
-31.25,121.25,1920, 17.63
-31.25,121.25,1930, 18.24
-31.25,121.25,1940, 18.15
-31.25,121.25,1950, 18.24
-31.25,121.25,1960, 16.85
-31.25,121.25,1970, 18.03
-31.25,121.25,1980, 18.65
-31.25,121.25,1990, 17.94
-31.25,121.25,2000, 17.63
-31.25,121.25,2010, 18.64
-31.25,121.25,2020, 19.10
-31.25,121.50,1910, 17.47
-31.25,121.50,1920, 17.72
-31.25,121.50,1930, 18.30
-31.25,121.50,1940, 18.19
-31.25,121.50,1950, 18.32
-31.25,121.50,1960, 16.88
-31.25,121.50,1970, 18.11
-31.25,121.50,1980, 18.72
-31.25,121.50,1990, 18.04
-31.25,121.50,2000, 17.69
-31.25,121.50,2010, 18.67
-31.25,121.50,2020, 19.14
-31.25,121.75,1910, 17.81
-31.25,121.75,1920, 18.08
-31.25,121.75,1930, 18.64
-31.25,121.75,1940, 18.52
-31.25,121.75,1950, 18.70
-31.25,121.75,1960, 17.21
-31.25,121.75,1970, 18.49
-31.25,121.75,1980, 19.07
-31.25,121.75,1990, 18.42
-31.25,121.75,2000, 18.02
-31.25,121.75,2010, 18.97
-31.25,121.75,2020, 19.46
-31.25,122.00,1910, 17.76
-31.25,122.00,1920, 18.02
-31.25,122.00,1930, 18.57
-31.25,122.00,1940, 18.47
-31.25,122.00,1950, 18.68
-31.25,122.00,1960, 17.13
-31.25,122.00,1970, 18.44
-31.25,122.00,1980, 19.02
-31.25,122.00,1990, 18.42
-31.25,122.00,2000, 17.97
-31.25,122.00,2010, 18.87
-31.25,122.00,2020, 19.36
-31.25,122.25,1910, 17.67
-31.25,122.25,1920, 17.91
-31.25,122.25,1930, 18.46
-31.25,122.25,1940, 18.37
-31.25,122.25,1950, 18.61
-31.25,122.25,1960, 17.01
-31.25,122.25,1970, 18.33
-31.25,122.25,1980, 18.93
-31.25,122.25,1990, 18.38
-31.25,122.25,2000, 17.89
-31.25,122.25,2010, 18.72
-31.25,122.25,2020, 19.22
-31.25,122.50,1910, 17.66
-31.25,122.50,1920, 17.90
-31.25,122.50,1930, 18.45
-31.25,122.50,1940, 18.36
-31.25,122.50,1950, 18.63
-31.25,122.50,1960, 17.01
-31.25,122.50,1970, 18.33
-31.25,122.50,1980, 18.95
-31.25,122.50,1990, 18.42
-31.25,122.50,2000, 17.91
-31.25,122.50,2010, 18.68
-31.25,122.50,2020, 19.19
-31.25,122.75,1910, 17.42
-31.25,122.75,1920, 17.65
-31.25,122.75,1930, 18.19
-31.25,122.75,1940, 18.10
-31.25,122.75,1950, 18.42
-31.25,122.75,1960, 16.78
-31.25,122.75,1970, 18.10
-31.25,122.75,1980, 18.74
-31.25,122.75,1990, 18.21
-31.25,122.75,2000, 17.69
-31.25,122.75,2010, 18.43
-31.25,122.75,2020, 18.94
-31.25,123.00,1910, 17.57
-31.25,123.00,1920, 17.80
-31.25,123.00,1930, 18.34
-31.25,123.00,1940, 18.24
-31.25,123.00,1950, 18.60
-31.25,123.00,1960, 16.94
-31.25,123.00,1970, 18.27
-31.25,123.00,1980, 18.94
-31.25,123.00,1990, 18.40
-31.25,123.00,2000, 17.87
-31.25,123.00,2010, 18.59
-31.25,123.00,2020, 19.08
-31.25,123.25,1910, 17.60
-31.25,123.25,1920, 17.83
-31.25,123.25,1930, 18.36
-31.25,123.25,1940, 18.26
-31.25,123.25,1950, 18.65
-31.25,123.25,1960, 16.98
-31.25,123.25,1970, 18.32
-31.25,123.25,1980, 19.01
-31.25,123.25,1990, 18.45
-31.25,123.25,2000, 17.94
-31.25,123.25,2010, 18.63
-31.25,123.25,2020, 19.11
-31.25,123.50,1910, 17.68
-31.25,123.50,1920, 17.89
-31.25,123.50,1930, 18.44
-31.25,123.50,1940, 18.31
-31.25,123.50,1950, 18.74
-31.25,123.50,1960, 17.06
-31.25,123.50,1970, 18.40
-31.25,123.50,1980, 19.13
-31.25,123.50,1990, 18.54
-31.25,123.50,2000, 18.04
-31.25,123.50,2010, 18.71
-31.25,123.50,2020, 19.17
-31.25,123.75,1910, 17.58
-31.25,123.75,1920, 17.75
-31.25,123.75,1930, 18.31
-31.25,123.75,1940, 18.17
-31.25,123.75,1950, 18.59
-31.25,123.75,1960, 16.92
-31.25,123.75,1970, 18.27
-31.25,123.75,1980, 19.03
-31.25,123.75,1990, 18.40
-31.25,123.75,2000, 17.94
-31.25,123.75,2010, 18.58
-31.25,123.75,2020, 19.02
-31.25,124.00,1910, 17.70
-31.25,124.00,1920, 17.82
-31.25,124.00,1930, 18.40
-31.25,124.00,1940, 18.24
-31.25,124.00,1950, 18.65
-31.25,124.00,1960, 16.99
-31.25,124.00,1970, 18.34
-31.25,124.00,1980, 19.13
-31.25,124.00,1990, 18.47
-31.25,124.00,2000, 18.05
-31.25,124.00,2010, 18.66
-31.25,124.00,2020, 19.10
-31.25,124.25,1910, 17.76
-31.25,124.25,1920, 17.83
-31.25,124.25,1930, 18.42
-31.25,124.25,1940, 18.26
-31.25,124.25,1950, 18.61
-31.25,124.25,1960, 16.99
-31.25,124.25,1970, 18.34
-31.25,124.25,1980, 19.18
-31.25,124.25,1990, 18.47
-31.25,124.25,2000, 18.10
-31.25,124.25,2010, 18.69
-31.25,124.25,2020, 19.12
-31.25,124.50,1910, 17.78
-31.25,124.50,1920, 17.78
-31.25,124.50,1930, 18.37
-31.25,124.50,1940, 18.22
-31.25,124.50,1950, 18.51
-31.25,124.50,1960, 16.94
-31.25,124.50,1970, 18.28
-31.25,124.50,1980, 19.16
-31.25,124.50,1990, 18.41
-31.25,124.50,2000, 18.10
-31.25,124.50,2010, 18.67
-31.25,124.50,2020, 19.10
-31.25,124.75,1910, 17.74
-31.25,124.75,1920, 17.67
-31.25,124.75,1930, 18.26
-31.25,124.75,1940, 18.11
-31.25,124.75,1950, 18.31
-31.25,124.75,1960, 16.83
-31.25,124.75,1970, 18.15
-31.25,124.75,1980, 19.08
-31.25,124.75,1990, 18.28
-31.25,124.75,2000, 18.02
-31.25,124.75,2010, 18.59
-31.25,124.75,2020, 19.04
-31.25,125.00,1910, 17.78
-31.25,125.00,1920, 17.62
-31.25,125.00,1930, 18.21
-31.25,125.00,1940, 18.06
-31.25,125.00,1950, 18.19
-31.25,125.00,1960, 16.78
-31.25,125.00,1970, 18.11
-31.25,125.00,1980, 19.06
-31.25,125.00,1990, 18.23
-31.25,125.00,2000, 17.99
-31.25,125.00,2010, 18.59
-31.25,125.00,2020, 19.05
-31.25,125.25,1910, 17.80
-31.25,125.25,1920, 17.54
-31.25,125.25,1930, 18.13
-31.25,125.25,1940, 17.98
-31.25,125.25,1950, 18.03
-31.25,125.25,1960, 16.70
-31.25,125.25,1970, 18.05
-31.25,125.25,1980, 19.00
-31.25,125.25,1990, 18.15
-31.25,125.25,2000, 17.96
-31.25,125.25,2010, 18.56
-31.25,125.25,2020, 19.05
-31.25,125.50,1910, 17.84
-31.25,125.50,1920, 17.48
-31.25,125.50,1930, 18.06
-31.25,125.50,1940, 17.90
-31.25,125.50,1950, 17.88
-31.25,125.50,1960, 16.63
-31.25,125.50,1970, 18.00
-31.25,125.50,1980, 18.92
-31.25,125.50,1990, 18.07
-31.25,125.50,2000, 17.96
-31.25,125.50,2010, 18.52
-31.25,125.50,2020, 19.04
-31.25,125.75,1910, 17.86
-31.25,125.75,1920, 17.39
-31.25,125.75,1930, 17.97
-31.25,125.75,1940, 17.80
-31.25,125.75,1950, 17.70
-31.25,125.75,1960, 16.53
-31.25,125.75,1970, 17.92
-31.25,125.75,1980, 18.81
-31.25,125.75,1990, 17.97
-31.25,125.75,2000, 17.92
-31.25,125.75,2010, 18.44
-31.25,125.75,2020, 19.00
-31.25,126.00,1910, 17.88
-31.25,126.00,1920, 17.32
-31.25,126.00,1930, 17.89
-31.25,126.00,1940, 17.72
-31.25,126.00,1950, 17.54
-31.25,126.00,1960, 16.43
-31.25,126.00,1970, 17.87
-31.25,126.00,1980, 18.67
-31.25,126.00,1990, 17.87
-31.25,126.00,2000, 17.88
-31.25,126.00,2010, 18.34
-31.25,126.00,2020, 18.94
-31.25,126.25,1910, 17.85
-31.25,126.25,1920, 17.20
-31.25,126.25,1930, 17.76
-31.25,126.25,1940, 17.58
-31.25,126.25,1950, 17.35
-31.25,126.25,1960, 16.28
-31.25,126.25,1970, 17.78
-31.25,126.25,1980, 18.48
-31.25,126.25,1990, 17.72
-31.25,126.25,2000, 17.79
-31.25,126.25,2010, 18.19
-31.25,126.25,2020, 18.82
-31.25,126.50,1910, 17.87
-31.25,126.50,1920, 17.15
-31.25,126.50,1930, 17.70
-31.25,126.50,1940, 17.51
-31.25,126.50,1950, 17.25
-31.25,126.50,1960, 16.21
-31.25,126.50,1970, 17.75
-31.25,126.50,1980, 18.38
-31.25,126.50,1990, 17.66
-31.25,126.50,2000, 17.81
-31.25,126.50,2010, 18.10
-31.25,126.50,2020, 18.78
-31.25,126.75,1910, 17.83
-31.25,126.75,1920, 17.06
-31.25,126.75,1930, 17.60
-31.25,126.75,1940, 17.41
-31.25,126.75,1950, 17.13
-31.25,126.75,1960, 16.12
-31.25,126.75,1970, 17.69
-31.25,126.75,1980, 18.25
-31.25,126.75,1990, 17.59
-31.25,126.75,2000, 17.79
-31.25,126.75,2010, 17.97
-31.25,126.75,2020, 18.71
-31.25,127.00,1910, 17.84
-31.25,127.00,1920, 17.02
-31.25,127.00,1930, 17.55
-31.25,127.00,1940, 17.36
-31.25,127.00,1950, 17.07
-31.25,127.00,1960, 16.08
-31.25,127.00,1970, 17.66
-31.25,127.00,1980, 18.17
-31.25,127.00,1990, 17.57
-31.25,127.00,2000, 17.81
-31.25,127.00,2010, 17.91
-31.25,127.00,2020, 18.69
-31.25,127.25,1910, 17.85
-31.25,127.25,1920, 17.00
-31.25,127.25,1930, 17.53
-31.25,127.25,1940, 17.33
-31.25,127.25,1950, 17.02
-31.25,127.25,1960, 16.08
-31.25,127.25,1970, 17.63
-31.25,127.25,1980, 18.12
-31.25,127.25,1990, 17.59
-31.25,127.25,2000, 17.86
-31.25,127.25,2010, 17.89
-31.25,127.25,2020, 18.69
-31.25,127.50,1910, 17.84
-31.25,127.50,1920, 16.97
-31.25,127.50,1930, 17.50
-31.25,127.50,1940, 17.29
-31.25,127.50,1950, 16.97
-31.25,127.50,1960, 16.07
-31.25,127.50,1970, 17.56
-31.25,127.50,1980, 18.07
-31.25,127.50,1990, 17.62
-31.25,127.50,2000, 17.92
-31.25,127.50,2010, 17.88
-31.25,127.50,2020, 18.68
-31.25,127.75,1910, 17.83
-31.25,127.75,1920, 16.94
-31.25,127.75,1930, 17.47
-31.25,127.75,1940, 17.26
-31.25,127.75,1950, 16.92
-31.25,127.75,1960, 16.07
-31.25,127.75,1970, 17.49
-31.25,127.75,1980, 18.06
-31.25,127.75,1990, 17.65
-31.25,127.75,2000, 17.95
-31.25,127.75,2010, 17.87
-31.25,127.75,2020, 18.66
-31.25,128.00,1910, 17.88
-31.25,128.00,1920, 16.98
-31.25,128.00,1930, 17.51
-31.25,128.00,1940, 17.29
-31.25,128.00,1950, 16.99
-31.25,128.00,1960, 16.12
-31.25,128.00,1970, 17.50
-31.25,128.00,1980, 18.13
-31.25,128.00,1990, 17.70
-31.25,128.00,2000, 18.00
-31.25,128.00,2010, 17.89
-31.25,128.00,2020, 18.68
-31.25,128.25,1910, 17.89
-31.25,128.25,1920, 16.98
-31.25,128.25,1930, 17.52
-31.25,128.25,1940, 17.29
-31.25,128.25,1950, 17.04
-31.25,128.25,1960, 16.14
-31.25,128.25,1970, 17.48
-31.25,128.25,1980, 18.18
-31.25,128.25,1990, 17.70
-31.25,128.25,2000, 17.99
-31.25,128.25,2010, 17.85
-31.25,128.25,2020, 18.64
-31.25,128.50,1910, 17.92
-31.25,128.50,1920, 17.00
-31.25,128.50,1930, 17.54
-31.25,128.50,1940, 17.31
-31.25,128.50,1950, 17.12
-31.25,128.50,1960, 16.17
-31.25,128.50,1970, 17.49
-31.25,128.50,1980, 18.25
-31.25,128.50,1990, 17.72
-31.25,128.50,2000, 17.99
-31.25,128.50,2010, 17.83
-31.25,128.50,2020, 18.62
-31.25,128.75,1910, 17.92
-31.25,128.75,1920, 17.00
-31.25,128.75,1930, 17.54
-31.25,128.75,1940, 17.31
-31.25,128.75,1950, 17.20
-31.25,128.75,1960, 16.21
-31.25,128.75,1970, 17.49
-31.25,128.75,1980, 18.31
-31.25,128.75,1990, 17.71
-31.25,128.75,2000, 17.96
-31.25,128.75,2010, 17.78
-31.25,128.75,2020, 18.58
-31.25,129.00,1910, 17.86
-31.25,129.00,1920, 16.94
-31.25,129.00,1930, 17.49
-31.25,129.00,1940, 17.25
-31.25,129.00,1950, 17.23
-31.25,129.00,1960, 16.22
-31.25,129.00,1970, 17.46
-31.25,129.00,1980, 18.31
-31.25,129.00,1990, 17.65
-31.25,129.00,2000, 17.89
-31.25,129.00,2010, 17.70
-31.25,129.00,2020, 18.50
-31.25,129.25,1910, 17.84
-31.25,129.25,1920, 16.91
-31.25,129.25,1930, 17.48
-31.25,129.25,1940, 17.22
-31.25,129.25,1950, 17.30
-31.25,129.25,1960, 16.29
-31.25,129.25,1970, 17.47
-31.25,129.25,1980, 18.35
-31.25,129.25,1990, 17.63
-31.25,129.25,2000, 17.87
-31.25,129.25,2010, 17.65
-31.25,129.25,2020, 18.47
-31.25,129.50,1910, 17.79
-31.25,129.50,1920, 16.86
-31.25,129.50,1930, 17.44
-31.25,129.50,1940, 17.18
-31.25,129.50,1950, 17.31
-31.25,129.50,1960, 16.41
-31.25,129.50,1970, 17.46
-31.25,129.50,1980, 18.35
-31.25,129.50,1990, 17.60
-31.25,129.50,2000, 17.90
-31.25,129.50,2010, 17.61
-31.25,129.50,2020, 18.47
-31.25,129.75,1910, 17.75
-31.25,129.75,1920, 16.82
-31.25,129.75,1930, 17.41
-31.25,129.75,1940, 17.13
-31.25,129.75,1950, 17.33
-31.25,129.75,1960, 16.54
-31.25,129.75,1970, 17.43
-31.25,129.75,1980, 18.35
-31.25,129.75,1990, 17.57
-31.25,129.75,2000, 17.93
-31.25,129.75,2010, 17.58
-31.25,129.75,2020, 18.48
-31.25,130.00,1910, 17.67
-31.25,130.00,1920, 16.74
-31.25,130.00,1930, 17.35
-31.25,130.00,1940, 17.05
-31.25,130.00,1950, 17.32
-31.25,130.00,1960, 16.63
-31.25,130.00,1970, 17.36
-31.25,130.00,1980, 18.33
-31.25,130.00,1990, 17.51
-31.25,130.00,2000, 17.91
-31.25,130.00,2010, 17.49
-31.25,130.00,2020, 18.43
-31.25,130.25,1910, 17.61
-31.25,130.25,1920, 16.69
-31.25,130.25,1930, 17.32
-31.25,130.25,1940, 16.99
-31.25,130.25,1950, 17.34
-31.25,130.25,1960, 16.71
-31.25,130.25,1970, 17.31
-31.25,130.25,1980, 18.32
-31.25,130.25,1990, 17.48
-31.25,130.25,2000, 17.90
-31.25,130.25,2010, 17.40
-31.25,130.25,2020, 18.39
-31.25,130.50,1910, 17.55
-31.25,130.50,1920, 16.64
-31.25,130.50,1930, 17.31
-31.25,130.50,1940, 16.94
-31.25,130.50,1950, 17.35
-31.25,130.50,1960, 16.76
-31.25,130.50,1970, 17.25
-31.25,130.50,1980, 18.30
-31.25,130.50,1990, 17.47
-31.25,130.50,2000, 17.88
-31.25,130.50,2010, 17.33
-31.25,130.50,2020, 18.33
-31.25,130.75,1910, 17.49
-31.25,130.75,1920, 16.58
-31.25,130.75,1930, 17.29
-31.25,130.75,1940, 16.87
-31.25,130.75,1950, 17.34
-31.25,130.75,1960, 16.75
-31.25,130.75,1970, 17.20
-31.25,130.75,1980, 18.24
-31.25,130.75,1990, 17.44
-31.25,130.75,2000, 17.85
-31.25,130.75,2010, 17.26
-31.25,130.75,2020, 18.25
-31.25,131.00,1910, 17.53
-31.25,131.00,1920, 16.63
-31.25,131.00,1930, 17.38
-31.25,131.00,1940, 16.91
-31.25,131.00,1950, 17.40
-31.25,131.00,1960, 16.81
-31.25,131.00,1970, 17.24
-31.25,131.00,1980, 18.26
-31.25,131.00,1990, 17.50
-31.25,131.00,2000, 17.91
-31.25,131.00,2010, 17.30
-31.25,131.00,2020, 18.25
-31.25,131.25,1910, 17.68
-31.25,131.25,1920, 16.79
-31.25,131.25,1930, 17.60
-31.25,131.25,1940, 17.06
-31.25,131.25,1950, 17.56
-31.25,131.25,1960, 16.96
-31.25,131.25,1970, 17.39
-31.25,131.25,1980, 18.38
-31.25,131.25,1990, 17.68
-31.25,131.25,2000, 18.10
-31.25,131.25,2010, 17.46
-31.25,131.25,2020, 18.37
-31.25,131.50,1910, 17.73
-31.25,131.50,1920, 16.86
-31.25,131.50,1930, 17.72
-31.25,131.50,1940, 17.12
-31.25,131.50,1950, 17.62
-31.25,131.50,1960, 17.02
-31.25,131.50,1970, 17.43
-31.25,131.50,1980, 18.40
-31.25,131.50,1990, 17.77
-31.25,131.50,2000, 18.18
-31.25,131.50,2010, 17.54
-31.25,131.50,2020, 18.39
-31.25,131.75,1910, 17.82
-31.25,131.75,1920, 17.00
-31.25,131.75,1930, 17.90
-31.25,131.75,1940, 17.26
-31.25,131.75,1950, 17.73
-31.25,131.75,1960, 17.16
-31.25,131.75,1970, 17.53
-31.25,131.75,1980, 18.47
-31.25,131.75,1990, 17.92
-31.25,131.75,2000, 18.34
-31.25,131.75,2010, 17.72
-31.25,131.75,2020, 18.46
-31.25,132.00,1910, 17.81
-31.25,132.00,1920, 17.10
-31.25,132.00,1930, 18.03
-31.25,132.00,1940, 17.35
-31.25,132.00,1950, 17.79
-31.25,132.00,1960, 17.24
-31.25,132.00,1970, 17.58
-31.25,132.00,1980, 18.50
-31.25,132.00,1990, 18.03
-31.25,132.00,2000, 18.45
-31.25,132.00,2010, 17.85
-31.25,132.00,2020, 18.48
-31.25,132.25,1910, 17.84
-31.25,132.25,1920, 17.23
-31.25,132.25,1930, 18.19
-31.25,132.25,1940, 17.48
-31.25,132.25,1950, 17.89
-31.25,132.25,1960, 17.36
-31.25,132.25,1970, 17.66
-31.25,132.25,1980, 18.56
-31.25,132.25,1990, 18.18
-31.25,132.25,2000, 18.59
-31.25,132.25,2010, 18.00
-31.25,132.25,2020, 18.56
-31.25,132.50,1910, 17.85
-31.25,132.50,1920, 17.34
-31.25,132.50,1930, 18.33
-31.25,132.50,1940, 17.59
-31.25,132.50,1950, 17.97
-31.25,132.50,1960, 17.45
-31.25,132.50,1970, 17.72
-31.25,132.50,1980, 18.62
-31.25,132.50,1990, 18.32
-31.25,132.50,2000, 18.71
-31.25,132.50,2010, 18.12
-31.25,132.50,2020, 18.62
-31.25,132.75,1910, 17.27
-31.25,132.75,1920, 16.84
-31.25,132.75,1930, 17.87
-31.25,132.75,1940, 17.11
-31.25,132.75,1950, 17.46
-31.25,132.75,1960, 16.95
-31.25,132.75,1970, 17.19
-31.25,132.75,1980, 18.09
-31.25,132.75,1990, 17.86
-31.25,132.75,2000, 18.24
-31.25,132.75,2010, 17.65
-31.25,132.75,2020, 18.10
-31.25,133.00,1910, 17.37
-31.25,133.00,1920, 17.01
-31.25,133.00,1930, 18.07
-31.25,133.00,1940, 17.29
-31.25,133.00,1950, 17.62
-31.25,133.00,1960, 17.11
-31.25,133.00,1970, 17.34
-31.25,133.00,1980, 18.25
-31.25,133.00,1990, 18.08
-31.25,133.00,2000, 18.44
-31.25,133.00,2010, 17.85
-31.25,133.00,2020, 18.26
-31.25,133.25,1910, 17.32
-31.25,133.25,1920, 17.03
-31.25,133.25,1930, 18.12
-31.25,133.25,1940, 17.33
-31.25,133.25,1950, 17.64
-31.25,133.25,1960, 17.13
-31.25,133.25,1970, 17.34
-31.25,133.25,1980, 18.27
-31.25,133.25,1990, 18.16
-31.25,133.25,2000, 18.49
-31.25,133.25,2010, 17.90
-31.25,133.25,2020, 18.28
-31.25,133.50,1910, 17.32
-31.25,133.50,1920, 17.09
-31.25,133.50,1930, 18.21
-31.25,133.50,1940, 17.42
-31.25,133.50,1950, 17.71
-31.25,133.50,1960, 17.20
-31.25,133.50,1970, 17.39
-31.25,133.50,1980, 18.35
-31.25,133.50,1990, 18.27
-31.25,133.50,2000, 18.58
-31.25,133.50,2010, 17.98
-31.25,133.50,2020, 18.35
-31.25,133.75,1910, 17.16
-31.25,133.75,1920, 16.99
-31.25,133.75,1930, 18.14
-31.25,133.75,1940, 17.36
-31.25,133.75,1950, 17.62
-31.25,133.75,1960, 17.10
-31.25,133.75,1970, 17.27
-31.25,133.75,1980, 18.27
-31.25,133.75,1990, 18.23
-31.25,133.75,2000, 18.50
-31.25,133.75,2010, 17.89
-31.25,133.75,2020, 18.26
-31.25,134.00,1910, 17.38
-31.25,134.00,1920, 17.26
-31.25,134.00,1930, 18.44
-31.25,134.00,1940, 17.69
-31.25,134.00,1950, 17.91
-31.25,134.00,1960, 17.36
-31.25,134.00,1970, 17.50
-31.25,134.00,1980, 18.56
