latitude,longitude,Year,TXm
-32,150,2000,21.97
-32,150,2001,22.84
-32,150,2002,24.04
-32,150,2003,22.57
-32,150,2004,23.3
-32,150,2005,23.52
-32,150,2006,24.03
-32,150,2007,23.06
-32,150,2008,22.02
-32,150,2009,24.03
-32,150,2010,21.87
-32,150,2011,22.52
-32,150,2012,22.96
-32,150,2013,24.06
-32,150,2014,24.07
-32,150,2015,23.1
-32,150,2016,23.28
-32,150,2017,24.45
-32,150,2018,24.65
-32,150,2019,25.51
-32,150,2020,22.71
-32,150,2021,22.06
-32,150,2022,21.39
-32,151,2000,23.56
-32,151,2001,24.16
-32,151,2002,25.42
-32,151,2003,23.92
-32,151,2004,24.56
-32,151,2005,24.93
-32,151,2006,25.06
-32,151,2007,24.25
-32,151,2008,23.01
-32,151,2009,24.91
-32,151,2010,23.36
-32,151,2011,23.46
-32,151,2012,24.05
-32,151,2013,24.88
-32,151,2014,25.1
-32,151,2015,24.13
-32,151,2016,24.77
-32,151,2017,25.56
-32,151,2018,25.72
-32,151,2019,26.73
-32,151,2020,24.01
-32,151,2021,23.35
-32,151,2022,22.75
-32,152,2000,23.02
-32,152,2001,23.44
-32,152,2002,24.05
-32,152,2003,23.07
-32,152,2004,23.54
-32,152,2005,23.65
-32,152,2006,23.47
-32,152,2007,23.36
-32,152,2008,22.41
-32,152,2009,23.58
-32,152,2010,22.85
-32,152,2011,22.6
-32,152,2012,22.92
-32,152,2013,23.76
-32,152,2014,23.71
-32,152,2015,23.19
-32,152,2016,23.99
-32,152,2017,23.99
-32,152,2018,23.72
-32,152,2019,24.8
-32,152,2020,23.29
-32,152,2021,22.64
-32,152,2022,22.1
-31,116,2000,25.27
-31,116,2001,24.79
-31,116,2002,25.47
-31,116,2003,25.4
-31,116,2004,25.3
-31,116,2005,24.63
-31,116,2006,25.68
-31,116,2007,25.35
-31,116,2008,25.24
-31,116,2009,25.82
-31,116,2010,26.33
-31,116,2011,26.09
-31,116,2012,26.16
-31,116,2013,26.12
-31,116,2014,26.16
-31,116,2015,26.3
-31,116,2016,24.59
-31,116,2017,25.6
-31,116,2018,25.33
-31,116,2019,26.49
-31,116,2020,25.97
-31,116,2021,25.41
-31,116,2022,25.56
-31,117,2000,25.12
-31,117,2001,24.92
-31,117,2002,25.9
-31,117,2003,25.49
-31,117,2004,25.49
-31,117,2005,25.01
-31,117,2006,25.72
-31,117,2007,25.74
-31,117,2008,25.35
-31,117,2009,25.92
-31,117,2010,26.41
-31,117,2011,25.74
-31,117,2012,26.07
-31,117,2013,26.11
-31,117,2014,26.32
-31,117,2015,26.39
-31,117,2016,24.48
-31,117,2017,25.73
-31,117,2018,25.71
-31,117,2019,27.05
-31,117,2020,26.17
-31,117,2021,25.23
-31,117,2022,25.38
-31,118,2000,25.34
-31,118,2001,25.04
-31,118,2002,26.32
-31,118,2003,25.76
-31,118,2004,25.79
-31,118,2005,25.42
-31,118,2006,25.89
-31,118,2007,26.13
-31,118,2008,25.57
-31,118,2009,26.16
-31,118,2010,26.82
-31,118,2011,25.98
-31,118,2012,26.38
-31,118,2013,26.62
-31,118,2014,26.74
-31,118,2015,26.4
-31,118,2016,24.8
-31,118,2017,26.06
-31,118,2018,25.84
-31,118,2019,27.22
-31,118,2020,26.25
-31,118,2021,25.5
-31,118,2022,25.71
-31,119,2000,25.37
-31,119,2001,25.24
-31,119,2002,26.57
-31,119,2003,25.83
-31,119,2004,25.85
-31,119,2005,25.68
-31,119,2006,26.03
-31,119,2007,26.39
-31,119,2008,25.65
-31,119,2009,26.18
-31,119,2010,26.62
-31,119,2011,25.74
-31,119,2012,26.32
-31,119,2013,26.71
-31,119,2014,26.73
-31,119,2015,26.48
-31,119,2016,24.99
-31,119,2017,26.16
-31,119,2018,25.99
-31,119,2019,27.58
-31,119,2020,26.4
-31,119,2021,25.72
-31,119,2022,25.74
-31,120,2000,25.15
-31,120,2001,25.18
-31,120,2002,26.64
-31,120,2003,25.73
-31,120,2004,25.75
-31,120,2005,25.84
-31,120,2006,25.96
-31,120,2007,26.41
-31,120,2008,25.57
-31,120,2009,26.03
-31,120,2010,26.28
-31,120,2011,25.37
-31,120,2012,26.03
-31,120,2013,26.44
-31,120,2014,26.47
-31,120,2015,26.35
-31,120,2016,24.93
-31,120,2017,25.97
-31,120,2018,25.92
-31,120,2019,27.61
-31,120,2020,26.35
-31,120,2021,25.6
-31,120,2022,25.53
-31,121,2000,24.34
-31,121,2001,24.73
-31,121,2002,26.23
-31,121,2003,25.39
-31,121,2004,25.44
-31,121,2005,25.83
-31,121,2006,25.69
-31,121,2007,26.12
-31,121,2008,25.21
-31,121,2009,25.82
-31,121,2010,25.71
-31,121,2011,24.79
-31,121,2012,25.7
-31,121,2013,25.81
-31,121,2014,25.94
-31,121,2015,26.16
-31,121,2016,24.59
-31,121,2017,25.51
-31,121,2018,25.59
-31,121,2019,27.15
-31,121,2020,26.04
-31,121,2021,25.08
-31,121,2022,24.95
-31,122,2000,24.53
-31,122,2001,24.99
-31,122,2002,26.58
-31,122,2003,25.7
-31,122,2004,25.71
-31,122,2005,26.34
-31,122,2006,26.09
-31,122,2007,26.43
-31,122,2008,25.59
-31,122,2009,26.05
-31,122,2010,25.84
-31,122,2011,24.97
-31,122,2012,25.89
-31,122,2013,26.01
-31,122,2014,26.1
-31,122,2015,26.38
-31,122,2016,24.95
-31,122,2017,25.75
-31,122,2018,25.88
-31,122,2019,27.45
-31,122,2020,26.33
-31,122,2021,25.39
-31,122,2022,25.27
-31,123,2000,24.67
-31,123,2001,24.94
-31,123,2002,26.64
-31,123,2003,25.73
-31,123,2004,25.67
-31,123,2005,26.34
-31,123,2006,26.06
-31,123,2007,26.37
-31,123,2008,25.69
-31,123,2009,25.89
-31,123,2010,25.8
-31,123,2011,25.01
-31,123,2012,25.9
-31,123,2013,26.09
-31,123,2014,26.15
-31,123,2015,26.26
-31,123,2016,25.04
-31,123,2017,25.78
-31,123,2018,25.93
-31,123,2019,27.51
-31,123,2020,26.35
-31,123,2021,25.48
-31,123,2022,25.41
-31,124,2000,25.41
-31,124,2001,25.68
-31,124,2002,27.37
-31,124,2003,26.47
-31,124,2004,26.35
-31,124,2005,27.02
-31,124,2006,26.59
-31,124,2007,26.99
-31,124,2008,26.33
-31,124,2009,26.54
-31,124,2010,26.41
-31,124,2011,25.55
-31,124,2012,26.71
-31,124,2013,26.84
-31,124,2014,26.83
-31,124,2015,26.85
-31,124,2016,25.81
-31,124,2017,26.57
-31,124,2018,26.59
-31,124,2019,28.2
-31,124,2020,27.02
-31,124,2021,26.23
-31,124,2022,26.21
-31,125,2000,25.29
-31,125,2001,25.53
-31,125,2002,27.27
-31,125,2003,26.28
-31,125,2004,26.22
-31,125,2005,26.78
-31,125,2006,26.25
-31,125,2007,26.79
-31,125,2008,26.28
-31,125,2009,26.52
-31,125,2010,26.33
-31,125,2011,25.29
-31,125,2012,26.91
-31,125,2013,27.1
-31,125,2014,26.84
-31,125,2015,26.76
-31,125,2016,25.96
-31,125,2017,26.71
-31,125,2018,26.58
-31,125,2019,28.05
-31,125,2020,27.04
-31,125,2021,26.36
-31,125,2022,26.07
-31,126,2000,25.02
-31,126,2001,25.15
-31,126,2002,26.8
-31,126,2003,25.73
-31,126,2004,25.77
-31,126,2005,26.38
-31,126,2006,25.88
-31,126,2007,26.57
-31,126,2008,26.14
-31,126,2009,26.4
-31,126,2010,25.83
-31,126,2011,24.98
-31,126,2012,26.75
-31,126,2013,27.15
-31,126,2014,26.56
-31,126,2015,26.38
-31,126,2016,25.77
-31,126,2017,26.46
-31,126,2018,26.29
-31,126,2019,27.52
-31,126,2020,26.77
-31,126,2021,26.15
-31,126,2022,25.4
-31,127,2000,24.7
-31,127,2001,24.66
-31,127,2002,26.08
-31,127,2003,25.05
-31,127,2004,25.11
-31,127,2005,25.89
-31,127,2006,25.49
-31,127,2007,26.33
-31,127,2008,25.79
-31,127,2009,26.02
-31,127,2010,24.94
-31,127,2011,24.64
-31,127,2012,26.21
-31,127,2013,26.8
-31,127,2014,25.98
-31,127,2015,25.71
-31,127,2016,25.18
-31,127,2017,25.83
-31,127,2018,25.75
-31,127,2019,26.85
-31,127,2020,26.17
-31,127,2021,25.51
-31,127,2022,24.6
-31,128,2000,25.08
-31,128,2001,24.92
-31,128,2002,26.33
-31,128,2003,25.34
-31,128,2004,25.38
-31,128,2005,26.19
-31,128,2006,25.62
-31,128,2007,26.61
-31,128,2008,26.08
-31,128,2009,26.17
-31,128,2010,24.96
-31,128,2011,24.85
-31,128,2012,26.45
-31,128,2013,27.22
-31,128,2014,26.32
-31,128,2015,26.02
-31,128,2016,25.3
-31,128,2017,25.97
-31,128,2018,26.06
-31,128,2019,27.2
-31,128,2020,26.26
-31,128,2021,25.44
-31,128,2022,24.8
-31,129,2000,24.7
-31,129,2001,24.39
-31,129,2002,25.67
-31,129,2003,24.8
-31,129,2004,24.95
-31,129,2005,25.97
-31,129,2006,24.82
-31,129,2007,25.92
-31,129,2008,25.38
-31,129,2009,25.49
-31,129,2010,24.47
-31,129,2011,24.7
-31,129,2012,25.95
-31,129,2013,26.69
-31,129,2014,25.9
-31,129,2015,25.46
-31,129,2016,24.97
-31,129,2017,25.58
-31,129,2018,25.82
-31,129,2019,26.7
-31,129,2020,25.77
-31,129,2021,24.94
-31,129,2022,24.36
-31,130,2000,24.9
-31,130,2001,24.44
-31,130,2002,25.55
-31,130,2003,24.73
-31,130,2004,24.86
-31,130,2005,25.94
-31,130,2006,24.69
-31,130,2007,26.07
-31,130,2008,25.42
-31,130,2009,25.51
-31,130,2010,24.29
-31,130,2011,24.67
-31,130,2012,25.68
-31,130,2013,26.44
-31,130,2014,25.99
-31,130,2015,25.57
-31,130,2016,24.96
-31,130,2017,25.67
-31,130,2018,25.96
-31,130,2019,26.82
-31,130,2020,25.82
-31,130,2021,24.99
-31,130,2022,24.43
-31,131,2000,24.92
-31,131,2001,24.34
-31,131,2002,25.28
-31,131,2003,24.57
-31,131,2004,24.62
-31,131,2005,25.66
-31,131,2006,24.43
-31,131,2007,25.98
-31,131,2008,25.21
-31,131,2009,25.34
-31,131,2010,23.95
-31,131,2011,24.43
-31,131,2012,25.2
-31,131,2013,25.98
-31,131,2014,25.93
-31,131,2015,25.54
-31,131,2016,24.7
-31,131,2017,25.6
-31,131,2018,25.89
-31,131,2019,26.76
-31,131,2020,25.54
-31,131,2021,24.77
-31,131,2022,24.24
-31,132,2000,24.83
-31,132,2001,24.25
-31,132,2002,25.05
-31,132,2003,24.51
-31,132,2004,24.51
-31,132,2005,25.43
-31,132,2006,24.52
-31,132,2007,25.84
-31,132,2008,25.04
-31,132,2009,25.31
-31,132,2010,23.99
-31,132,2011,24.47
-31,132,2012,25.07
-31,132,2013,25.88
-31,132,2014,25.78
-31,132,2015,25.24
-31,132,2016,24.44
-31,132,2017,25.41
-31,132,2018,25.61
-31,132,2019,26.39
-31,132,2020,25.09
-31,132,2021,24.18
-31,132,2022,23.63
-31,133,2000,24.97
-31,133,2001,24.45
-31,133,2002,25.21
-31,133,2003,24.77
-31,133,2004,24.77
-31,133,2005,25.5
-31,133,2006,24.96
-31,133,2007,25.93
-31,133,2008,25.14
-31,133,2009,25.55
-31,133,2010,24.27
-31,133,2011,24.75
-31,133,2012,25.29
-31,133,2013,26.1
-31,133,2014,25.93
-31,133,2015,25.26
-31,133,2016,24.57
-31,133,2017,25.52
-31,133,2018,25.63
-31,133,2019,26.39
-31,133,2020,25.01
-31,133,2021,24.16
-31,133,2022,23.61
-31,134,2000,26.03
-31,134,2001,25.57
-31,134,2002,26.37
-31,134,2003,25.89
-31,134,2004,26
-31,134,2005,26.55
-31,134,2006,26.29
-31,134,2007,26.85
-31,134,2008,26.16
-31,134,2009,26.7
-31,134,2010,25.43
-31,134,2011,25.92
-31,134,2012,26.54
-31,134,2013,27.27
-31,134,2014,27.17
-31,134,2015,26.42
-31,134,2016,25.73
-31,134,2017,26.65
-31,134,2018,26.69
-31,134,2019,27.63
-31,134,2020,26.08
-31,134,2021,25.49
-31,134,2022,25.01
-31,135,2000,26.87
-31,135,2001,26.41
-31,135,2002,27.3
-31,135,2003,26.82
-31,135,2004,26.98
-31,135,2005,27.42
-31,135,2006,27.27
-31,135,2007,27.56
-31,135,2008,26.86
-31,135,2009,27.52
-31,135,2010,26.14
-31,135,2011,26.8
-31,135,2012,27.35
-31,135,2013,28.09
-31,135,2014,28.09
-31,135,2015,27.28
-31,135,2016,26.7
-31,135,2017,27.52
-31,135,2018,27.58
-31,135,2019,28.56
-31,135,2020,26.85
-31,135,2021,26.52
-31,135,2022,26.03
-31,136,2000,26.82
-31,136,2001,26.31
-31,136,2002,27.3
-31,136,2003,26.99
-31,136,2004,26.99
-31,136,2005,27.5
-31,136,2006,27.28
-31,136,2007,27.57
-31,136,2008,26.67
-31,136,2009,27.47
-31,136,2010,25.94
-31,136,2011,26.87
-31,136,2012,27.14
-31,136,2013,28.04
-31,136,2014,28.12
-31,136,2015,27.17
-31,136,2016,26.96
-31,136,2017,27.53
-31,136,2018,27.71
-31,136,2019,28.42
-31,136,2020,26.63
-31,136,2021,26.51
-31,136,2022,25.8
-31,137,2000,26.78
-31,137,2001,26.25
-31,137,2002,27.31
-31,137,2003,27
-31,137,2004,26.97
-31,137,2005,27.48
-31,137,2006,27.24
-31,137,2007,27.44
-31,137,2008,26.51
-31,137,2009,27.37
-31,137,2010,25.76
-31,137,2011,26.77
-31,137,2012,26.95
-31,137,2013,27.86
-31,137,2014,27.93
-31,137,2015,26.98
-31,137,2016,26.87
-31,137,2017,27.39
-31,137,2018,27.67
-31,137,2019,28.25
-31,137,2020,26.45
-31,137,2021,26.4
-31,137,2022,25.67
-31,138,2000,27.59
-31,138,2001,27.08
-31,138,2002,28.42
-31,138,2003,28.21
-31,138,2004,28.09
-31,138,2005,28.62
-31,138,2006,28.59
-31,138,2007,28.48
-31,138,2008,27.6
-31,138,2009,28.42
-31,138,2010,26.61
-31,138,2011,27.84
-31,138,2012,28.03
-31,138,2013,28.87
-31,138,2014,28.88
-31,138,2015,28.03
-31,138,2016,27.77
-31,138,2017,28.59
-31,138,2018,28.87
-31,138,2019,29.31
-31,138,2020,27.46
-31,138,2021,27.23
-31,138,2022,26.6
-31,139,2000,25.58
-31,139,2001,25.28
-31,139,2002,26.51
-31,139,2003,26.15
-31,139,2004,26.2
-31,139,2005,26.67
-31,139,2006,26.66
-31,139,2007,26.54
-31,139,2008,25.78
-31,139,2009,26.5
-31,139,2010,24.64
-31,139,2011,25.75
-31,139,2012,26.15
-31,139,2013,27.09
-31,139,2014,26.99
-31,139,2015,26.1
-31,139,2016,25.88
-31,139,2017,26.89
-31,139,2018,27.13
-31,139,2019,27.47
-31,139,2020,25.58
-31,139,2021,25.3
-31,139,2022,24.64
-31,140,2000,27.1
-31,140,2001,27.01
-31,140,2002,28
-31,140,2003,27.36
-31,140,2004,27.62
-31,140,2005,27.99
-31,140,2006,27.81
-31,140,2007,27.8
-31,140,2008,27.12
-31,140,2009,27.93
-31,140,2010,25.99
-31,140,2011,26.97
-31,140,2012,27.43
-31,140,2013,28.62
-31,140,2014,28.38
-31,140,2015,27.42
-31,140,2016,27.28
-31,140,2017,28.36
-31,140,2018,28.55
-31,140,2019,28.85
-31,140,2020,26.97
-31,140,2021,26.81
-31,140,2022,26.13
-31,141,2000,26.59
-31,141,2001,26.72
-31,141,2002,27.62
-31,141,2003,26.85
-31,141,2004,27.17
-31,141,2005,27.62
-31,141,2006,27.53
-31,141,2007,27.39
-31,141,2008,26.82
-31,141,2009,27.79
-31,141,2010,25.58
-31,141,2011,26.7
-31,141,2012,27.04
-31,141,2013,28.45
-31,141,2014,28.17
-31,141,2015,27.06
-31,141,2016,26.89
-31,141,2017,28.22
-31,141,2018,28.35
-31,141,2019,28.64
-31,141,2020,26.77
-31,141,2021,26.67
-31,141,2022,25.98
-31,142,2000,26.56
-31,142,2001,26.92
-31,142,2002,27.67
-31,142,2003,26.79
-31,142,2004,27.17
-31,142,2005,27.55
-31,142,2006,27.46
-31,142,2007,27.25
-31,142,2008,26.71
-31,142,2009,27.73
-31,142,2010,25.34
-31,142,2011,26.53
-31,142,2012,26.92
-31,142,2013,28.38
-31,142,2014,28.11
-31,142,2015,26.97
-31,142,2016,26.86
-31,142,2017,28.25
-31,142,2018,28.33
-31,142,2019,28.56
-31,142,2020,26.76
-31,142,2021,26.56
-31,142,2022,25.89
-31,143,2000,27.03
-31,143,2001,27.6
-31,143,2002,28.19
-31,143,2003,27.2
-31,143,2004,27.58
-31,143,2005,27.81
-31,143,2006,27.65
-31,143,2007,27.39
-31,143,2008,26.77
-31,143,2009,27.81
-31,143,2010,25.37
-31,143,2011,26.62
-31,143,2012,27.13
-31,143,2013,28.46
-31,143,2014,28.2
-31,143,2015,27.07
-31,143,2016,27.07
-31,143,2017,28.39
-31,143,2018,28.42
-31,143,2019,28.53
-31,143,2020,26.85
-31,143,2021,26.53
-31,143,2022,25.95
-31,144,2000,26.62
-31,144,2001,27.52
-31,144,2002,28.11
-31,144,2003,27.09
-31,144,2004,27.42
-31,144,2005,27.79
-31,144,2006,27.65
-31,144,2007,27.41
-31,144,2008,26.69
-31,144,2009,27.71
-31,144,2010,25.3
-31,144,2011,26.59
-31,144,2012,27.06
-31,144,2013,28.47
-31,144,2014,28.25
-31,144,2015,27.16
-31,144,2016,27.11
-31,144,2017,28.38
-31,144,2018,28.46
-31,144,2019,28.39
-31,144,2020,26.92
-31,144,2021,26.4
-31,144,2022,25.69
-31,145,2000,26.4
-31,145,2001,27.62
-31,145,2002,28.34
-31,145,2003,27.43
-31,145,2004,27.78
-31,145,2005,28.2
-31,145,2006,27.86
-31,145,2007,27.64
-31,145,2008,26.84
-31,145,2009,27.78
-31,145,2010,25.53
-31,145,2011,26.88
-31,145,2012,27.24
-31,145,2013,28.57
-31,145,2014,28.45
-31,145,2015,27.46
-31,145,2016,27.32
-31,145,2017,28.63
-31,145,2018,28.7
-31,145,2019,28.61
-31,145,2020,27.34
-31,145,2021,26.35
-31,145,2022,25.77
-31,146,2000,25.53
-31,146,2001,26.92
-31,146,2002,27.71
-31,146,2003,26.77
-31,146,2004,27.14
-31,146,2005,27.63
-31,146,2006,27.33
-31,146,2007,27.04
-31,146,2008,26.14
-31,146,2009,27.08
-31,146,2010,25
-31,146,2011,26.3
-31,146,2012,26.55
-31,146,2013,27.8
-31,146,2014,27.73
-31,146,2015,26.85
-31,146,2016,26.65
-31,146,2017,28.06
-31,146,2018,28.3
-31,146,2019,28.42
-31,146,2020,26.97
-31,146,2021,25.95
-31,146,2022,25.28
-31,147,2000,25.51
-31,147,2001,26.96
-31,147,2002,27.77
-31,147,2003,26.58
-31,147,2004,26.95
-31,147,2005,27.46
-31,147,2006,27.45
-31,147,2007,27.03
-31,147,2008,26
-31,147,2009,27.01
-31,147,2010,25.09
-31,147,2011,26.33
-31,147,2012,26.44
-31,147,2013,27.7
-31,147,2014,27.46
-31,147,2015,26.89
-31,147,2016,26.6
-31,147,2017,28.02
-31,147,2018,28.17
-31,147,2019,28.56
-31,147,2020,26.69
-31,147,2021,25.75
-31,147,2022,25.12
-31,148,2000,25.56
-31,148,2001,26.51
-31,148,2002,27.79
-31,148,2003,26.5
-31,148,2004,26.76
-31,148,2005,27.3
-31,148,2006,27.49
-31,148,2007,27.09
-31,148,2008,26.07
-31,148,2009,27.03
-31,148,2010,25.05
-31,148,2011,26.41
-31,148,2012,26.31
-31,148,2013,27.55
-31,148,2014,27.37
-31,148,2015,26.82
-31,148,2016,26.31
-31,148,2017,27.91
-31,148,2018,28.1
-31,148,2019,28.4
-31,148,2020,26.51
-31,148,2021,25.32
-31,148,2022,24.63
-31,149,2000,24.64
-31,149,2001,25.15
-31,149,2002,26.6
-31,149,2003,25.24
-31,149,2004,25.36
-31,149,2005,25.95
-31,149,2006,26.34
-31,149,2007,25.69
-31,149,2008,24.48
-31,149,2009,25.99
-31,149,2010,23.84
-31,149,2011,24.99
-31,149,2012,24.96
-31,149,2013,26.19
-31,149,2014,26.18
-31,149,2015,25.51
-31,149,2016,25.25
-31,149,2017,26.53
-31,149,2018,26.93
-31,149,2019,27.34
-31,149,2020,25.03
-31,149,2021,23.88
-31,149,2022,23.22
-31,150,2000,24.61
-31,150,2001,24.9
-31,150,2002,26.56
-31,150,2003,25.1
-31,150,2004,25.27
-31,150,2005,25.72
-31,150,2006,26.22
-31,150,2007,25.45
-31,150,2008,24.3
-31,150,2009,26.16
-31,150,2010,24.03
-31,150,2011,24.83
-31,150,2012,25.12
-31,150,2013,26.14
-31,150,2014,26.31
-31,150,2015,25.53
-31,150,2016,25.43
-31,150,2017,26.37
-31,150,2018,26.94
-31,150,2019,27.55
-31,150,2020,25.18
-31,150,2021,24.1
-31,150,2022,23.75
-31,151,2000,23.21
-31,151,2001,23.35
-31,151,2002,24.89
-31,151,2003,23.44
-31,151,2004,23.81
-31,151,2005,24.45
-31,151,2006,24.68
-31,151,2007,23.91
-31,151,2008,22.89
-31,151,2009,24.84
-31,151,2010,22.86
-31,151,2011,23.13
-31,151,2012,23.64
-31,151,2013,24.66
-31,151,2014,24.87
-31,151,2015,23.89
-31,151,2016,24.14
-31,151,2017,24.78
-31,151,2018,25.47
-31,151,2019,26.3
-31,151,2020,23.86
-31,151,2021,22.84
-31,151,2022,22.54
-31,152,2000,23.26
-31,152,2001,23.6
-31,152,2002,24.78
-31,152,2003,23.35
-31,152,2004,24
-31,152,2005,24.23
-31,152,2006,23.99
-31,152,2007,23.63
-31,152,2008,22.75
-31,152,2009,24.14
-31,152,2010,22.9
-31,152,2011,22.65
-31,152,2012,23.35
-31,152,2013,24.27
-31,152,2014,24.4
-31,152,2015,23.58
-31,152,2016,24.39
-31,152,2017,24.31
-31,152,2018,24.63
-31,152,2019,25.99
-31,152,2020,23.81
-31,152,2021,23.02
-31,152,2022,22.4
-31,153,2000,24.18
-31,153,2001,24.63
-31,153,2002,25.21
-31,153,2003,24.3
-31,153,2004,24.89
-31,153,2005,24.83
-31,153,2006,24.44
-31,153,2007,24.6
-31,153,2008,23.86
-31,153,2009,24.71
-31,153,2010,24.29
-31,153,2011,23.91
-31,153,2012,24.36
-31,153,2013,24.97
-31,153,2014,24.98
-31,153,2015,24.62
-31,153,2016,25.51
-31,153,2017,25.22
-31,153,2018,24.99
-31,153,2019,26.08
-31,153,2020,24.84
-31,153,2021,24.42
-31,153,2022,23.67
-30,115,2000,26.36
-30,115,2001,25.79
-30,115,2002,26.31
-30,115,2003,26.24
-30,115,2004,25.88
-30,115,2005,25.24
-30,115,2006,26.54
-30,115,2007,26.15
-30,115,2008,26.21
-30,115,2009,26.72
-30,115,2010,27.18
-30,115,2011,27.33
-30,115,2012,27.16
-30,115,2013,26.91
-30,115,2014,26.92
-30,115,2015,26.97
-30,115,2016,25.44
-30,115,2017,26.28
-30,115,2018,25.83
-30,115,2019,26.94
-30,115,2020,26.47
-30,115,2021,26.26
-30,115,2022,26.38
-30,116,2000,26.33
-30,116,2001,26.09
-30,116,2002,27.02
-30,116,2003,26.72
-30,116,2004,26.49
-30,116,2005,26.09
-30,116,2006,26.96
-30,116,2007,26.69
-30,116,2008,26.32
-30,116,2009,27.02
-30,116,2010,27.37
-30,116,2011,26.84
-30,116,2012,27.06
-30,116,2013,27.27
-30,116,2014,27.39
-30,116,2015,27.28
-30,116,2016,25.52
-30,116,2017,26.96
-30,116,2018,26.54
-30,116,2019,27.97
-30,116,2020,27.06
-30,116,2021,26.12
-30,116,2022,26.31
-30,117,2000,26.52
-30,117,2001,26.46
-30,117,2002,27.77
-30,117,2003,27.17
-30,117,2004,27.01
-30,117,2005,26.77
-30,117,2006,27.35
-30,117,2007,27.2
-30,117,2008,26.65
-30,117,2009,27.34
-30,117,2010,27.7
-30,117,2011,26.91
-30,117,2012,27.27
-30,117,2013,27.66
-30,117,2014,27.91
-30,117,2015,27.55
-30,117,2016,25.95
-30,117,2017,27.53
-30,117,2018,27.24
-30,117,2019,28.79
-30,117,2020,27.68
-30,117,2021,26.51
-30,117,2022,26.91
-30,118,2000,26.06
-30,118,2001,26.01
-30,118,2002,27.43
-30,118,2003,26.89
-30,118,2004,26.71
-30,118,2005,26.58
-30,118,2006,26.84
-30,118,2007,27.03
-30,118,2008,26.42
-30,118,2009,27.1
-30,118,2010,27.62
-30,118,2011,26.65
-30,118,2012,27.14
-30,118,2013,27.55
-30,118,2014,27.66
-30,118,2015,27.4
-30,118,2016,25.78
-30,118,2017,27.19
-30,118,2018,26.95
-30,118,2019,28.44
-30,118,2020,27.43
-30,118,2021,26.31
-30,118,2022,26.67
-30,119,2000,25.85
-30,119,2001,25.96
-30,119,2002,27.42
-30,119,2003,26.75
-30,119,2004,26.65
-30,119,2005,26.7
-30,119,2006,26.8
-30,119,2007,27.19
-30,119,2008,26.52
-30,119,2009,27.11
-30,119,2010,27.45
-30,119,2011,26.41
-30,119,2012,27.1
-30,119,2013,27.52
-30,119,2014,27.61
-30,119,2015,27.45
-30,119,2016,25.79
-30,119,2017,27.09
-30,119,2018,27.06
-30,119,2019,28.59
-30,119,2020,27.5
-30,119,2021,26.38
-30,119,2022,26.54
-30,120,2000,25.28
-30,120,2001,25.57
-30,120,2002,27.1
-30,120,2003,26.33
-30,120,2004,26.21
-30,120,2005,26.56
-30,120,2006,26.43
-30,120,2007,26.91
-30,120,2008,26.22
-30,120,2009,26.7
-30,120,2010,26.83
-30,120,2011,25.75
-30,120,2012,26.57
-30,120,2013,27.07
-30,120,2014,27.08
-30,120,2015,27.02
-30,120,2016,25.45
-30,120,2017,26.59
-30,120,2018,26.68
-30,120,2019,28.3
-30,120,2020,27.13
-30,120,2021,26.02
-30,120,2022,26.08
-30,121,2000,25.37
-30,121,2001,25.78
-30,121,2002,27.44
-30,121,2003,26.61
-30,121,2004,26.47
-30,121,2005,27.13
-30,121,2006,26.85
-30,121,2007,27.28
-30,121,2008,26.57
-30,121,2009,27
-30,121,2010,26.81
-30,121,2011,25.75
-30,121,2012,26.71
-30,121,2013,27.26
-30,121,2014,27.18
-30,121,2015,27.31
-30,121,2016,25.79
-30,121,2017,26.74
-30,121,2018,26.9
-30,121,2019,28.62
-30,121,2020,27.43
-30,121,2021,26.29
-30,121,2022,26.3
-30,122,2000,25.42
-30,122,2001,25.84
-30,122,2002,27.6
-30,122,2003,26.71
-30,122,2004,26.55
-30,122,2005,27.43
-30,122,2006,27.03
-30,122,2007,27.41
-30,122,2008,26.76
-30,122,2009,27.08
-30,122,2010,26.74
-30,122,2011,25.74
-30,122,2012,26.79
-30,122,2013,27.39
-30,122,2014,27.26
-30,122,2015,27.46
-30,122,2016,25.98
-30,122,2017,26.8
-30,122,2018,27.02
-30,122,2019,28.82
-30,122,2020,27.61
-30,122,2021,26.45
-30,122,2022,26.44
-30,123,2000,25.45
-30,123,2001,25.79
-30,123,2002,27.63
-30,123,2003,26.67
-30,123,2004,26.51
-30,123,2005,27.47
-30,123,2006,26.98
-30,123,2007,27.37
-30,123,2008,26.79
-30,123,2009,26.99
-30,123,2010,26.63
-30,123,2011,25.67
-30,123,2012,26.84
-30,123,2013,27.46
-30,123,2014,27.29
-30,123,2015,27.47
-30,123,2016,26.04
-30,123,2017,26.76
-30,123,2018,27
-30,123,2019,28.89
-30,123,2020,27.65
-30,123,2021,26.51
-30,123,2022,26.49
-30,130,2000,26.78
-30,130,2001,26.32
-30,130,2002,27.61
-30,130,2003,26.81
-30,130,2004,26.88
-30,130,2005,27.93
-30,130,2006,26.71
-30,130,2007,28
-30,130,2008,27.37
-30,130,2009,27.47
-30,130,2010,26.16
-30,130,2011,26.54
-30,130,2012,27.66
-30,130,2013,28.48
-30,130,2014,28.03
-30,130,2015,27.63
