ignition_date,area,lon,lat
1927,21024,145.2915583156075,-37.69063207093395
1927,77,146.30908372719009,-39.03080374883661
1932,17431,142.1199896966502,-34.837155725891044
1932,42,141.67004697888072,-34.965892089457526
1936,85,141.06678474899098,-38.010807330445054
1936,79,141.09697277720295,-38.02435234265552
1936,447,141.55715333090887,-38.187102269226436
1936,81,141.5068089452327,-38.261358147924525
1938,74,141.4628097140351,-38.0373538423867
1938,129,141.0788751784716,-37.886737267468
1938,125,141.0129016992232,-37.96542648547854
1938,71,141.52427066270317,-38.25956052674197
1938,90,141.5298057018318,-38.273387726292164
1938,153,141.84038757943455,-38.132850255252585
1938,60,141.53716697923417,-38.25105430062587
1938,82,141.76174737885603,-38.12103120827603
1938,464,141.45036949403334,-38.02281644436036
1938,245,141.81671333112098,-38.15082856080823
1939,2733,148.95784842211208,-37.37944887789679
1939,5666,149.1475605321229,-37.29688195141724
1939,13015,148.70609747197295,-37.34692407213806
1939,5744,148.63367140095946,-37.18844162094865
1939,5774,148.76955528455147,-37.14638167501878
1939,16651,148.59731346046124,-37.05077540859912
1939,8994,144.04749480410177,-38.414468668718236
1939,41073,142.5902912993788,-37.293439987130455
1939,12816,143.6722248692764,-38.70264261213394
1939,32942,146.5846279478504,-38.41477178258117
1939,220120,143.48883612846163,-38.53951967987197
1939,3432,145.00695000270156,-38.30595580505983
1939,35524,141.06805703867605,-37.882876471121705
1939,288226,141.57661600242574,-38.08271208005949
1939,8256,145.2817774708293,-37.638517942405706
1939,68933,141.11290249095634,-37.604608934869255
1939,17047,142.12504232046842,-37.10745068988786
1939,45619,147.85653921048595,-37.58142361923731
1939,63793,141.173792318639,-37.298794677221814
1939,37643,147.97526336468786,-37.17698125804426
1939,2384393,146.64427345509105,-37.25891175239104
1939,2365,144.4845355584166,-37.43308818531521
1939,482,148.69919311417763,-37.63293274810556
1939,10494,147.48423931630407,-37.699483521536166
1939,12132,148.5798237874024,-37.638695183188794
1939,2048,143.93090751578208,-37.56838012977147
1939,932,143.6017558840871,-37.70141118508676
1939,894,148.60566452611775,-37.472829786552765
1939,986,149.10010081022935,-37.57861222020859
1939,4256,149.00327050854065,-37.603875472811154
1939,1,149.01761471899968,-37.573938047444614
1939,1299,145.40739637600856,-37.82818581613837
1939,288,148.66392059208985,-37.67058065974218
1939,4929,148.79213869317644,-37.72665107239841
1939,962,144.6219301140304,-37.43481763686198
1939,6018,144.3443335344424,-37.54609630228945
1939,5641,144.07519681867998,-37.802458503300755
1939,10618,142.0871686211718,-34.93813167298926
1939,27225,142.0249085764794,-37.92564678014814
1939,3901,145.2180380314559,-37.747937126208456
1939,4528,148.75503863365148,-37.61927434597051
1940,3470,141.34097441169914,-38.0604096493542
1940,9071,146.8418502698371,-36.19742417690111
1942,576,141.83231348688702,-38.127764038854735
1942,131,141.42995971280226,-38.05831472402151
1942,3033,141.56206548804988,-37.970386677123386
1942,2033,141.01115780288572,-37.917535840521914
1942,244,141.61201778693098,-37.850720777282646
1942,306,141.40823111671435,-38.05073778177896
1942,9108,141.40572505700956,-37.87996668546391
1942,38597,141.36891679658365,-37.74012652499625
1942,214,141.37427822450294,-38.01399285320655
1942,43,145.4462942701948,-37.566417304712786
1942,236,141.5191862718807,-38.26254952668689
1942,3451,142.19198787047617,-37.434344934907166
1943,8331,141.39419280140422,-38.13661896641147
1943,903,141.15677965119718,-38.06121948522608
1943,155,145.5498010658205,-37.48228886236846
1943,1293,146.40846374444865,-36.36879054718695
1944,94,145.44706713169458,-37.669272009681706
1944,83,145.50504219757946,-37.5792792851342
1944,346,145.1902004234801,-37.68598631724104
1944,49,145.5403832488186,-37.547033187625985
1944,117,145.43469582496306,-37.50666513668542
1944,53,145.49174349154012,-37.55222830862128
1944,68,145.50430693122516,-37.56395965983838
1944,11106,146.51646005542608,-36.35022004973206
1944,2362,146.45508004191072,-36.369332599611035
1945,7,145.5020592819713,-37.379568750145765
1945,66,145.51221171347416,-37.571460357256825
1945,781,145.55734155723064,-37.43338198775079
1945,67,145.5100929444095,-37.38682756577111
1946,61,145.30881256752713,-37.62690176030772
1947,6172,142.04744739480563,-35.59203037461599
1948,222,145.4717299804934,-37.51266917220023
1948,21,145.58261267140063,-37.50128716597463
1948,558,145.55061263318817,-37.49265178199215
1948,243,145.45899000487,-37.55208098437807
1948,338,145.49542822071228,-37.56354973403669
1949,146,141.2508486021802,-37.63378720772555
1949,645,141.2796279448966,-37.63873104020447
1950,1818,146.35449131018112,-39.10451620237155
1951,1,146.38196523800013,-39.12931388766678
1951,127,145.29394214514164,-37.546574210557445
1951,88,145.5158322014531,-37.57961344260258
1951,695,142.05592927370634,-37.13393915620641
1951,6802,148.43536293444222,-37.168337815660585
1951,14,145.44046773321008,-37.52629341333115
1951,26233,146.3637176362207,-38.99965537254128
1951,31,142.31786621598977,-37.0954397161994
1952,133351,147.61432803762716,-36.092690164035865
1952,3,145.57481526520905,-37.47130485604208
1952,428,142.29675744589912,-34.67584455993741
1952,47,141.0264451130295,-37.55704825982194
1952,633,141.00736969751063,-37.561177176478
1952,22431,146.75923761961138,-36.11103732390671
1952,75,145.4503410928997,-37.52023239369897
1952,43341,141.16969243920045,-37.53642976303478
1952,92,145.55072704078296,-37.4950225253469
1952,6,145.57122490968288,-37.47505723107837
1952,38,145.58349087496566,-37.47972841942881
1952,44026,146.24770354452855,-36.562035656761076
1953,83,141.3463166253065,-37.26979377825733
1953,55,142.32744240061436,-37.590425008640885
1954,55,145.45071839384283,-37.501397973193676
1954,172,142.3950203488436,-37.50829259106793
1954,335,142.34553918259448,-34.606939277414334
1954,468,145.35270234589697,-37.48287005567753
1954,3626,142.23786568779622,-37.485108981051496
1954,75,142.01069185412658,-37.31346449995779
1954,360,142.02904001559742,-37.29739459182799
1954,507,145.35790207857025,-37.584742808632754
1954,219,140.9886902066784,-37.44108375084826
1955,5332,141.01076692139708,-37.885788456040785
1955,551,141.42895256421875,-37.73490723534571
1956,21,141.35390232927182,-37.67619346526726
1956,28,141.00671551598415,-37.37715944922438
1956,50,145.31816951644913,-37.544977998668436
1957,190,141.35912406649445,-37.25547420938106
1957,109,141.38671452130404,-37.25473534099655
1957,1743,145.34595662752963,-37.441224282849795
1957,600,145.4507277937027,-37.581397072324876
1957,30,145.49440142230625,-37.55653004165002
1957,573,145.43227537991783,-37.53728181507893
1957,1356,146.3350473717229,-38.915906127036955
1957,41,146.4475940435042,-38.8365118073638
1957,19,146.43961645201134,-38.82860649082152
1957,285,141.24393854282206,-38.0190379834313
1957,1049,141.34430382739708,-37.84863666207245
1957,346,141.34186414680565,-37.750757136124925
1957,1392,141.3354542898752,-37.714077365308434
1957,191,141.41851727414016,-37.685017066909246
1957,39,141.45841063281446,-37.68320014131105
1957,60,141.44551420347258,-37.683674843708275
1957,339,141.14405877578974,-37.66745973960195
1957,723,141.15423495711522,-37.610505763544644
1957,709,141.0556859328614,-37.449259195903736
1957,1609,141.10931969418914,-37.39810374066202
1957,87,145.28248837219996,-37.485632453632185
1958,18,146.1415554797431,-36.279011736258944
1958,14,145.34388276979303,-37.50842778246614
1958,177,142.61954201344003,-37.410132151970224
1958,9612,142.46744485518076,-37.33158624714383
1958,2249,142.4295646305312,-37.1733272464886
1958,251,141.9599523181064,-35.48197474319777
1958,507,141.07682426364897,-37.44386557377101
1958,523,141.26096437039524,-37.354231238036554
1958,26286,141.4357785785941,-34.61344430293757
1958,493914,141.43472466998043,-35.686987788472024
1958,1179,141.65756897531332,-38.198260767564975
1958,94,141.23192979849094,-37.72825240358485
1958,518,141.4032313785755,-37.71259699523219
1958,318,141.24659945021475,-37.46371227378981
1958,616,141.04322404517237,-37.252413284418324
1959,929,141.35579818952564,-37.26802888427836
1959,1987,141.0575926039348,-37.28148381159354
1959,6642,141.15621122571383,-37.46486158762575
1959,1346,141.0584231599131,-37.48130570370819
1959,105,149.05460154194557,-37.332130229003184
1959,100,149.0524386907318,-37.340718627954594
1959,392,149.2109393710739,-37.762681374165666
1959,85,148.99686685854346,-37.55288319107981
1959,5148,141.04480187970526,-37.98641432909683
1959,1010,141.87520386076716,-38.135030421449414
1959,414,141.5547517559289,-38.21854722012244
1959,79,141.61475507608068,-38.23725025187863
1959,205,141.56924252267407,-38.253209565855464
1959,62,148.93454089392202,-37.4433902884902
1959,25,149.38415700333405,-37.53350494771226
1959,1363,141.21952801262256,-37.63638675400703
1959,1484,141.22407812701516,-37.699493651065424
1959,249,141.43561651838326,-37.82923387598311
1959,55624,148.903732760115,-37.63461898385254
1959,9251,148.70909663399797,-37.7430632403562
1959,3010,141.1067314041864,-36.806638008731234
1959,549,141.43669911079027,-36.92586274964589
1959,641,141.5706401884483,-36.98232767128209
1959,376,142.0926206129826,-37.16572571745846
1959,759,141.31426040264287,-37.158752670126994
1959,283,147.86790334516598,-36.461939953014735
1959,42,147.87860999294338,-36.474425390536794
1959,925,147.63054636439514,-36.71340120297634
1959,571,143.90520500137512,-38.460920115977096
1959,608,143.8522904978564,-38.55813657974243
1959,27,148.93771251012666,-37.519137472059896
1959,246,148.58530577639067,-37.77104225972716
1959,490,144.10779545224977,-37.64568827670217
1959,4452,144.16563175351783,-37.753190438356924
1960,241,141.39700943260155,-37.88187282266281
1960,1756,141.13802801890324,-37.3726690398072
1960,261,141.37035535802008,-37.27361322022291
1960,86,149.8833349975545,-37.53427964869292
1960,26,149.11899253047932,-37.51974274305983
1960,15,149.12102496221888,-37.52449532891137
1960,5,149.11487677582807,-37.532817853246186
1960,17,141.35276016459787,-37.258865219986106
1960,887,141.04685166354315,-37.26869630235967
1960,28,149.11904611354566,-37.53653610310928
1960,530,141.0120230142447,-37.412475885345664
1960,143,141.0693163317855,-37.421282464609114
1960,13,140.99923963629445,-37.42078963462519
1960,1269,141.00399717098458,-37.25912533516755
1960,49,146.22582184186356,-36.365229728285556
1960,25,146.20471250988143,-36.3538194780889
1960,705,143.35443708528794,-38.62481755833959
1960,36623,142.5420067071698,-37.37657685435439
1960,148,142.74976534007283,-37.16288614812112
1960,332,141.28997163120587,-37.47899582945115
1960,1097,141.05486953247015,-37.48071308812672
1960,942,141.27283892663607,-37.62725490366685
1960,427,142.48883027265012,-37.166018861878
1960,1623,142.52157868612116,-37.02242918947076
1960,1254,141.21214972896553,-37.633607522102444
1960,141,141.246204080258,-37.640990598240904
1960,14,149.70847423960163,-37.42277847318862
1960,614,142.4847768139414,-36.996873236295826
1960,169,141.16864387123863,-37.69905285853557
1960,151,141.43705129362695,-37.80344645334968
1960,458,141.30222232877705,-38.07072128665144
1960,439,141.41473824852392,-38.16965832857892
1960,154,141.40000878490935,-37.82501078550262
1960,5724,141.14518579975328,-37.46879777464934
1960,1090,141.22541448478296,-37.69603530253823
1961,128,145.4945897410802,-37.58188301863933
1961,139,145.47002179210824,-37.61031891839293
1961,517,142.4165059698268,-36.94932116345296
1961,728,142.30307752068953,-37.091159745411794
1961,380,142.24078483215357,-37.38011640574363
1961,548,147.01610591178297,-37.02112102001076
1961,1878,143.35398720738488,-38.494303661986955
1961,916,144.88981692893253,-37.064972026815255
1961,5753,141.49790854246575,-37.09531361441587
1961,54,145.55117780988664,-37.44430505738781
1961,641,141.44836602425423,-37.757590058025414
1961,387,144.31397409085713,-36.790475230916186
1961,109,149.12927759113347,-37.62704729622923
1961,15595,141.42429525126204,-34.72232442587296
1961,502,146.29813723796744,-38.97982279374047
1961,2515,149.2608567293267,-37.43248693274068
1961,1255,141.52570971969425,-34.956356584762
1961,19,149.04315599584802,-37.38650289252257
1961,2995,141.31100994488472,-38.05801904908731
1961,434,144.18673107531617,-37.39633561477531
1961,1609,143.67486272787696,-37.608840489521214
1961,369,146.21533353986993,-36.41977872215631
1961,304,141.0145093145818,-37.254997842649296
1961,5143,141.30422785820366,-37.32335831040252
1961,16,141.25408316960142,-37.58059027234052
1961,5,149.35036470096753,-37.64698627266853
1961,405,141.3037533647501,-37.68259139106546
1961,108,141.4296945500414,-37.69837582201282
1961,1420,141.13079139068333,-38.05111700760499
1961,58,145.5043786036765,-37.56533560361638
1961,2956,144.4814049700067,-37.09950285017201
1961,5603,146.42164377662698,-37.29893517854532
1961,414,143.42685670345935,-36.764892262393275
1962,260,142.6646211627703,-37.15024190531761
1962,3335,142.27322742997214,-37.199692252927235
1962,610,141.4660515517652,-37.170198488309055
1962,408,141.25908630825336,-37.172759525999446
1962,18239,142.22627267382057,-37.446859093673616
1962,1762,143.9391636622291,-38.336047056745805
1962,2067,143.3635261926645,-38.44163868531386
1962,1822,143.87810753577386,-38.475251066599796
1962,636,143.44459349561546,-38.474974450308686
1962,1055,143.76918946478753,-38.52434144818645
1962,528,143.63216907155075,-38.547442568433496
1962,427,143.58166769861526,-38.556487036936886
1962,2587,143.89103462869497,-38.61041515080995
1962,4983,144.12493794949393,-37.32398834350572
1962,2367,141.30830030305387,-37.32582255663386
1962,115,140.97674346226924,-37.415761393821406
1962,16479,142.37729632658522,-37.25868031429137
1962,123,145.31350286095986,-37.90777657958898
1962,22218,145.287031414755,-37.648767660014634
1962,2959,145.48645007110886,-37.627737847088106
1962,4607,145.36542373499833,-37.84497241323846
1962,1,145.29058877908582,-37.5843015317743
1962,320,141.70108995424636,-38.19453901816253
1962,7,149.7369004409117,-37.586757562262584
1962,841,141.04990556558647,-36.82907278340743
1962,192,146.3763345453114,-39.12727637134444
1962,9414,141.43500290385896,-38.157138783030064
1962,198,141.74733180445827,-38.10723408500389
1962,116,141.15187538342815,-38.09129100918713
1962,11432,146.41691604965686,-38.87144694458599
1962,2035,149.05884211960503,-37.73064108069435
1962,10,141.98557316116455,-35.428049718188284
1962,221,149.18275909867674,-37.746363884501285
1962,799,141.43402024018872,-37.98034015673912
1962,649,141.4272974588375,-37.93706319760293
1962,4115,141.35865920419198,-37.86486997536867
1962,450,141.1068124115651,-37.57657596248565
1962,220,140.9825221599411,-37.547725729096925
1962,37,141.175985551965,-37.542312711333935
1962,156,141.2106873898526,-37.464172945195095
1962,102,142.58306367501118,-37.123148234107084
1962,233,140.99816670182415,-37.41959940205101
1962,192,141.1472395714446,-37.357433439912754
1962,156,141.1627661977756,-37.340317041218945
1962,62,145.35706267843628,-37.545794273840926
1962,75,145.25897863318178,-37.450233001024415
1962,20,145.52670078509337,-37.424304579594796
1962,198,145.32611231461928,-37.37989945856245
1962,65,145.4056133621469,-37.372912492851086
1963,108,148.55175521237166,-37.55395681506767
1963,1979,141.5094847499081,-37.02453322796792
1963,54,148.59347274464648,-37.422034867671805
1963,540,141.2665693372508,-37.785536170114625
1963,170,149.13799914149357,-37.50860895924052
1963,153,141.37641662458412,-37.726065613544996
1963,968,141.5794747153072,-36.869448282635645
1963,92,146.3084525636708,-38.91676492722334
1963,339,149.19097757862738,-37.52235326321768
1963,433,141.43492571431457,-38.31144842227797
1963,551,148.7814267165508,-37.46413441205562
1963,3277,148.6198927152284,-37.42024420673357
1963,242,141.2333874284834,-38.03882456010722
1963,1,141.4120370543334,-38.15190650664843
1963,733,149.1627646716334,-37.30479848148705
1963,7,149.20906654746534,-37.382129382098135
1963,427,141.92877511547002,-35.3282237759764
1963,380,143.65327056271263,-38.46989697392668
1963,792,141.45656044998685,-38.147753536922494
1963,8,149.17494069236707,-37.38360528765007
1963,4,149.07189562025368,-37.33664044257697
1963,2445,142.3881642661975,-37.55427564400309
1963,3,149.07131805321143,-37.33467305163067
1963,263,141.45888429898702,-37.7010101106827
1963,185,141.83086247090552,-35.34733394101051
1963,81,149.12840911238726,-37.25169203842858
1963,555,141.41774913959557,-38.14133028432429
1963,149,149.1143270152253,-37.3049432327996
1963,241,149.1602222952565,-37.41466234616117
1963,215,149.29768385714874,-37.319842719719375
1963,16,148.97273607826648,-37.56385132880354
1963,124,149.7385109349768,-37.45171687283962
1963,15,149.7720481821888,-37.496536740538396
1963,746,145.10172351367487,-37.67609689835635
1963,244,141.14635670525806,-37.35642236473079
1963,881,143.49974503730354,-38.54145269779146
1963,3,148.6472981998762,-36.998291803602854
1963,476,141.4079956027431,-37.72120332434788
1963,299,148.30048036271563,-37.736839574555596
1963,662,148.2920385957266,-37.69240828023094
1963,1043,143.99638191244168,-38.49586341087563
1963,71,148.4572036571193,-37.630807107556414
1963,1451,148.65174531682587,-37.63326806929869
1963,53,141.34378715771817,-37.236519104925605
1964,17,141.25312955422723,-37.43285562902074
1964,177,141.4549697220761,-37.69943035724496
1964,241,141.4027578509467,-37.72479975625384
1964,180,141.05016174277077,-37.81502181739682
1964,419,141.338276310716,-38.01387569146015
1964,157,141.3909310876273,-38.24499439835219
1964,6,149.7390456184112,-37.4285022498066
1964,176,149.82591632347365,-37.53617429257155
1964,9,149.70912585975103,-37.49600979416667
1964,37,149.30108124958994,-37.29455079243596
1964,196,149.06730590249038,-37.36687044436445
1964,13,149.07128195648949,-37.375743500147465
1964,11106,142.56816850653442,-34.88247075843647
1964,3,148.90852398633336,-37.45517947217174
1964,106,141.82202155416445,-34.76131146915791
1964,495,142.36267631143977,-34.561673222423195
1964,9,149.00486512973185,-37.36004919003747
1964,48,141.97566204309422,-35.46215014614862
1964,53,146.83044798086183,-37.6425884573593
1964,13,146.90435238396543,-37.692246336985896
1964,6,146.88103299424557,-37.69941015197911
1964,9,146.83535170339655,-37.720763283184006
1964,12,146.34824328362765,-39.05656504608647
1964,69881,146.65559952860065,-37.485817104923846
1964,183,146.4854578144316,-37.69523870070259
1964,7316,146.8716787054625,-37.41581158418328
1964,43,146.81148581282292,-37.46876885057971
1964,12,146.86418594582386,-37.48606792863484
1964,22,146.8981382323406,-37.48966169545735
1964,20,146.90847583890587,-37.49477952302952
1964,65,146.8997074427103,-37.49896843609346
1964,35,146.8318445564227,-37.60111261931083
1964,2838,146.89609701574668,-37.64126642025595
